epoch,mpe_mpe-large-spread-v2_ac_att_JAMMAS_1 - episode_return__MAX,mpe_mpe-large-spread-v2_ac_att_JAMMAS_2 - episode_return__MAX,mpe_mpe-large-spread-v2_ac_att_JAMMAS_3 - episode_return__MAX,mpe_mpe-large-spread-v2_ac_att_JAMMAS_4 - episode_return__MAX
622,-314.2,-302.3,-237.4,-199.7
623,-318.5,-229,-187.5,-173.2
624,-287,-226.2,-209,-151.7
625,-335.1,-245.1,-216.5,-183.3
626,-309.3,-259.5,-229.3,-215.9
627,-298.7,-221.8,-259.6,-160.5
628,-257.9,-259.1,-217.7,-188.8
629,-282.3,-230.7,-162.1,-195.4
630,-316.4,-261.5,-191,-151.7
631,-309.3,-220.6,-200.5,-156.8
632,-420.4,-245.2,-241.7,-192
633,-383.2,-242.7,-232.1,-172.7
634,-267.2,-271.5,-180.1,-182.1
635,-402.3,-215.8,-224.1,-167
636,-355.6,-277.3,-235.3,-170.8
637,-266.8,-211.2,-206.1,-147.1
638,-287.5,-224.4,-192.8,-236.2
639,-367.4,-218.1,-175.1,-138.4
640,-269.6,-237.8,-159.3,-171.7
641,-371.7,-234.3,-145.2,-177.8
642,-346,-266.8,-204.3,-212.7
643,-341.6,-255.4,-188.4,-266.4
644,-319.2,-268.8,-174.2,-284.9
645,-313.2,-256.5,-144.1,-378.4
646,-330.9,-234.5,-190.2,-466.6
647,-349.3,-242.1,-202.1,-207.3
648,-359.1,-212.6,-176.3,-151.9
649,-379.6,-227.2,-206.9,-198.9
650,-317.7,-285.8,-210.1,-175.1
651,-316.7,-321.3,-171,-141.6
652,-303.4,-255.2,-160.3,-157.8
653,-333.4,-291.1,-147.4,-176
654,-328.2,-316.7,-179.4,-145.5
655,-302.3,-254.5,-207.8,-205.3
656,-282.7,-241.7,-175.5,-175.8
657,-418.2,-238.4,-242.4,-163.7
658,-274.4,-233.2,-173.9,-182.1
659,-338.8,-229.3,-206.1,-145.9
660,-351.6,-278.1,-237.5,-180.7
661,-345.7,-214.4,-188.7,-169.9
662,-341.4,-209.2,-197.7,-171.8
663,-355.2,-228.2,-182.6,-162.9
664,-337.9,-234,-170.2,-162.7
665,-314.8,-261.5,-222.6,-200.3
666,-230.4,-261.2,-165.1,-207.6
667,-308.9,-222,-199.3,-166.8
668,-409.9,-224,-193.5,-177.6
669,-251.2,-181.9,-199.5,-153.5
670,-247.6,-214.7,-199.3,-152.6
671,-410.7,-216.4,-161,-175.1
672,-316.4,-203.2,-190.9,-140.4
673,-254.2,-230.9,-172.5,-170.4
674,-330,-220.8,-144.9,-162
675,-357.5,-186.1,-166,-161.8
676,-309.6,-201.4,-197.2,-175.1
677,-396.6,-243.7,-168.9,-145.3
678,-331.1,-260,-140.2,-193.4
679,-329.4,-222.8,-175.4,-191.5
680,-340.6,-202.1,-159.1,-161.2
681,-409.5,-233.8,-159.1,-145.2
682,-272.1,-184.1,-188.7,-174.8
683,-318,-245.7,-185,-164.7
684,-257.5,-221,-163,-173.4
685,-303.7,-228,-228,-185
686,-336.2,-219.4,-173,-155.1
687,-331.2,-215.4,-163.6,-172.7
688,-339.2,-245.5,-196.6,-178.2
689,-311.7,-212.2,-207.4,-157.8
690,-230.8,-254.6,-164,-144.6
691,-249.6,-237.4,-196.9,-143.4
692,-303,-279.6,-162.9,-140.5
693,-315.8,-218.7,-165.4,-131
694,-304.9,-207.2,-223.2,-172.1
695,-311.2,-243.4,-173.2,-200.5
696,-326.6,-224.7,-206.3,-176.2
697,-326.3,-204.7,-202.5,-184
698,-305.3,-261.6,-174.7,-149.1
699,-270.4,-314.4,-153.6,-160
700,-332,-225.3,-228.6,-183
701,-280.2,-289.6,-180.7,-137.1
702,-314,-208.9,-167.5,-148.7
703,-331.2,-200,-204.2,-137.7
704,-286.8,-239.5,-214.4,-180.6
705,-292.2,-219.8,-208.5,-202.9
706,-361.4,-238.9,-219.4,-167.6
707,-390.7,-219.3,-135,-151.4
708,-244.5,-324.6,-195.9,-163
709,-352.3,-258.1,-169.1,-207.5
710,-382.5,-220.4,-231.5,-155.8
711,-299.6,-258.8,-207.2,-158.2
712,-319.7,-233,-163,-167.4
713,-308.9,-256.5,-207.9,-189.3
714,-230.4,-221.7,-196.3,-160.1
715,-299.6,-230.9,-179.1,-153.1
716,-329.9,-201.6,-188.1,-169.5
717,-319.3,-213.9,-190.7,-159.8
718,-280.7,-229.6,-210,-160.2
719,-328.3,-239.5,-183.5,-193
720,-296.1,-193.3,-171.6,-185.9
721,-319.5,-244.5,-161.5,-148
722,-274.1,-211.4,-194,-153.1
723,-300.9,-207,-190,-160.9
724,-305,-250.4,-193.7,-190.6
725,-303,-205.3,-165.7,-129.5
726,-275.8,-245.4,-185.3,-150.1
727,-360.9,-254.9,-152.3,-139.9
728,-267,-250.9,-184.5,-164.6
729,-293.7,-212.2,-171.6,-226.7
730,-337.1,-231.7,-233.7,-157.5
731,-368.8,-218.8,-279.9,-173.8
732,-254,-275.7,-204.8,-138.3
733,-392.8,-267.7,-200.5,-158
734,-266.3,-284.5,-272.4,-180.4
735,-251.5,-221.4,-166.5,-147.9
736,-336.6,-243.8,-171.7,-154.2
737,-306,-201.7,-297.9,-129.6
738,-343.4,-202.4,-186.9,-154.2
739,-327.1,-201.8,-226.9,-153.3
740,-322.7,-254.2,-170,-171.3
741,-281.9,-240.5,-150.6,-163
742,-337.9,-248.2,-162.7,-188.4
743,-350.9,-197.6,-143.5,-136.5
744,-303.1,-214.7,-192.1,-139
745,-374.4,-203.9,-157.1,-139.2
746,-329.6,-227.5,-393.6,-162.1
747,-320.8,-216.2,-292.7,-138.2
748,-255.9,-208.9,-172.9,-170.9
749,-275.2,-218.5,-207,-176.6
750,-320.2,-231.5,-139.9,-205.5
751,-273,-220.6,-167.2,-163.6
752,-376.6,-249.5,-230.2,-165.8
753,-285.7,-222.4,-181.4,-186.8
754,-320.3,-219.3,-191,-171.2
755,-280.3,-207.1,-179.1,-154
756,-267.6,-221.1,-241.4,-178.2
757,-312.2,-249.3,-154.7,-155.1
758,-346.4,-220.9,-218.9,-150.3
759,-287.6,-197.3,-156.6,-153.7
760,-309,-242.9,-197,-207.4
761,-330.4,-211.7,-384.6,-221.6
762,-253,-256.6,-166.1,-159.1
763,-361.4,-232.1,-202.1,-170.9
764,-313.5,-221.2,-175.3,-151.9
765,-262.9,-206,-219.4,-166.1
766,-310.9,-191.3,-167.6,-124.8
767,-287.4,-202.1,-152.2,-167
768,-278.8,-208.8,-177.2,-141.1
769,-397,-200.8,-190.1,-161.9
770,-288.9,-207.5,-156.8,-152.8
771,-262.7,-187.3,-188.6,-137.4
772,-273.1,-267.3,-206.1,-167.8
773,-238.7,-215.3,-208.8,-105.8
774,-259.8,-199.9,-163.4,-154.6
775,-278.7,-265.9,-187,-134.2
776,-275.9,-249.8,-196.7,-170
777,-264.3,-232.6,-177.4,-162.6
778,-336.2,-169.4,-309.8,-210.4
779,-268.3,-204.7,-208.5,-248.9
780,-321.2,-220.5,-260.7,-155
781,-253.6,-222.3,-159.3,-155.9
782,-337.5,-220.5,-219.3,-133.8
783,-271.6,-194.9,-229.5,-130.5
784,-314.4,-186.1,-180.5,-140.8
785,-342.2,-209.6,-176.6,-135.2
786,-290.5,-189.2,-174.3,-167.3
787,-303.8,-211.8,-243.9,-156.5
788,-296.4,-217.5,-204.2,-152.6
789,-325.8,-200.3,-279.6,-180.8
790,-296,-189.3,-228.8,-142.8
791,-312.1,-177.7,-207.4,-165.4
792,-276.5,-214.8,-142.7,-117.5
793,-278.9,-141.8,-154.6,-129.5
794,-324.7,-155.1,-136.7,-157.7
795,-278.6,-184.7,-158.2,-182.9
796,-308.5,-197.9,-140.4,-190.5
797,-289.1,-156,-153.6,-126.1
798,-280,-182.5,-199.8,-160.7
799,-329.2,-195.1,-148,-129.5
800,-258.9,-186.1,-161,-164
801,-302.7,-197.5,-140,-166.5
802,-262.5,-211.6,-165.1,-155
803,-275.9,-202.2,-137.7,-168.9
804,-335.2,-161.6,-142,-148.9
805,-292.8,-162.8,-152.6,-171.4
806,-317.3,-198.9,-216.9,-149.3
807,-279,-176.1,-151.4,-152.9
808,-285.9,-207,-193.7,-159.9
809,-346.8,-187.8,-149.1,-132.3
810,-253.4,-179,-169.2,-133.7
811,-292.5,-202.8,-150.3,-181.4
812,-275.9,-180.8,-136.2,-154.5
813,-262,-215,-170.6,-135.5
814,-261.5,-219.3,-177.7,-165.9
815,-293.6,-220.7,-165.6,-121.1
816,-280.4,-295.9,-179.1,-132.5
817,-258.3,-227,-171.6,-163.2
818,-219.6,-239.7,-177.8,-135.7
819,-274.2,-244.5,-153.6,-174.7
820,-290,-242.1,-171.3,-146.1
821,-253.5,-217.2,-154.4,-151.4
822,-281.6,-179.9,-181.2,-139
823,-287.5,-204.9,-172.5,-151.5
824,-217,-192.9,-156.5,-160.6
825,-251.5,-211.9,-157.4,-155
826,-315.7,-232.9,-163.5,-140.6
827,-269.2,-245.1,-165.1,-202.4
828,-244,-183.4,-164.6,-153.6
829,-287.4,-181.8,-160.2,-263.7
830,-274,-228.9,-195.6,-233.8
831,-297.1,-205.7,-159.3,-319.2
832,-273,-219.7,-145.1,-164.9
833,-286.2,-213.3,-188.8,-263.4
834,-231,-187.4,-171.9,-239.2
835,-265.2,-215.9,-168.6,-179.5
836,-260,-179.6,-178.9,-153
837,-234.8,-158,-156.9,-176.1
838,-201.7,-218.9,-186.3,-192
839,-321.9,-186.2,-149.8,-122.1
840,-299.5,-180.4,-209.1,-152
841,-351.3,-256.3,-156.1,-195.1
842,-255.3,-273.7,-199.1,-168.9
843,-292.3,-135.9,-135.1,-147
844,-261.5,-225.2,-164.7,-125.1
845,-279.6,-197.7,-158.8,-161.4
846,-236.7,-181.5,-174.1,-173.5
847,-275.9,-177.2,-151.3,-151.5
848,-266.9,-190.5,-183.5,-178.4
849,-271.4,-193.9,-157,-193.5
850,-225.7,-183.9,-119.6,-156.8
851,-327.6,-184.6,-169.6,-143.5
852,-287.3,-178.3,-130.3,-156.5
853,-262.4,-198.3,-159,-186.2
854,-259.1,-187.3,-193.8,-146.7
855,-270.2,-234.7,-194.1,-176.9
856,-246.3,-161,-131.7,-156
857,-264.3,-200.2,-189.9,-155.4
858,-277.9,-164.7,-137.5,-141.3
859,-267.8,-214,-189.3,-112.2
860,-301.5,-178.7,-159.4,-187.8
861,-276.7,-187,-179.8,-118.5
862,-255.6,-200.8,-142.1,-144.6
863,-274.9,-185.3,-148.3,-170.7
864,-307.3,-214.4,-142.2,-151.7
865,-343.5,-188,-137.8,-152.2
866,-302.8,-207.8,-170.4,-126.3
867,-306.8,-185.2,-199.2,-158
868,-237.4,-187.6,-142.2,-153.4
869,-320.5,-177.8,-187.5,-136.1
870,-220.1,-194.1,-167.5,-172.6
871,-297.2,-188.9,-144.5,-134.6
872,-312.2,-181.5,-173.2,-155.8
873,-271.4,-192.4,-126.3,-147.2
874,-215.2,-152.6,-178.4,-150
875,-289.2,-183.3,-149.6,-143.6
876,-242.9,-193.1,-227.8,-118.7
877,-283.7,-187.4,-195.4,-158.2
878,-288.2,-192.4,-190.5,-132
879,-241.2,-167.6,-168.2,-124.7
880,-236.5,-189.3,-132.5,-95.8
881,-226.7,-193.6,-164.9,-155.8
882,-325,-205.4,-159.8,-138
883,-278.7,-176.8,-162.1,-142.6
884,-254.7,-192.7,-199.7,-152.9
885,-262.3,-178,-155.6,-120.5
886,-244.7,-217.4,-135.5,-101.5
887,-247.1,-176.4,-177.1,-125.5
888,-229.4,-205.9,-127.2,-162.2
889,-281.2,-203.4,-161.4,-151.2
890,-354.7,-149.6,-159.7,-175.7
891,-273.3,-152.4,-149.9,-139.1
892,-314.7,-164.5,-136.1,-153.9
893,-290.6,-174.6,-159.5,-136.7
894,-256.8,-159.7,-161.9,-129.6
895,-319.8,-178.9,-177.7,-143.7
896,-327.1,-170.1,-167,-164.2
897,-268,-194.7,-181.8,-178.3
898,-268.6,-195.1,-128.1,-146.8
899,-273.1,-173.4,-169.8,-131.8
900,-256.8,-206.3,-115.1,-138.4
901,-352.4,-219,-150.6,-164.7
902,-256.7,-187.5,-145,-158.7
903,-267.9,-152.5,-135.7,-140
904,-259.3,-161.1,-161.7,-151.4
905,-319.1,-178,-149.2,-148.8
906,-338.2,-167.4,-175,-136.5
907,-203.9,-195.7,-155.9,-119
908,-202.8,-169.6,-137.2,-137.1
909,-261.4,-183.3,-201.6,-154.4
910,-331.6,-201,-176.8,-131.7
911,-340,-169.6,-174.1,-161.1
912,-243.9,-191.7,-172,-116.3
913,-286.6,-191.8,-168.1,-126.8
914,-322.7,-186.4,-205.9,-126.2
915,-415.8,-217,-161.1,-130.1
916,-316.6,-189.9,-163.6,-149.4
917,-328.1,-190.3,-150.3,-159.1
918,-342.1,-166.4,-175,-132.2
919,-363.4,-195.7,-146.3,-158.8
920,-272.5,-169.5,-136.8,-132.4
921,-281.2,-161.6,-154.8,-122.5
922,-291.9,-168.8,-130.1,-187.8
923,-288.4,-162.5,-149.4,-127
924,-257.7,-207,-162.8,-120.4
925,-282.6,-163.3,-202.2,-172.2
926,-272.1,-183.3,-156.8,-123.5
927,-281.6,-177,-157.4,-121.5
928,-283.1,-185.3,-146.3,-125.6
929,-250.2,-188,-186.6,-120.1
930,-276.1,-175.9,-294.1,-114.1
931,-281.3,-181.7,-229.5,-133.8
932,-250.5,-218.3,-191.7,-158.3
933,-274.1,-191.6,-217,-132.8
934,-292.7,-195.4,-166.4,-139.5
935,-279.5,-174.2,-141.2,-165.9
936,-261,-152.2,-214.2,-145.9
937,-310.6,-169.3,-167.9,-124.1
938,-250.7,-168.4,-183.4,-126.2
939,-295.8,-172.2,-154.7,-133.2
940,-255.1,-156.3,-205,-151.8
941,-284.9,-180.2,-138.4,-144.3
942,-242.2,-200.3,-167.7,-155.1
943,-278.5,-160.2,-160.7,-146.3
944,-235.1,-143.5,-131.5,-124.2
945,-290.8,-197.6,-150.4,-133.3
946,-243.9,-192.5,-156.7,-157.6
947,-264.6,-163.7,-132.6,-136
948,-243.4,-170.4,-103.4,-135
949,-292.6,-177.3,-178.3,-107.3
950,-261.7,-167.6,-197.3,-99.8
951,-324.6,-176.9,-135.6,-134.7
952,-266.1,-188.8,-143.7,-117
953,-274.6,-156.1,-160.9,-138.7
954,-263.4,-264.6,-170.1,-209.4
955,-266.1,-170.7,-152.1,-133.4
956,-284.3,-155.7,-138.9,-159.2
957,-248.7,-152.3,-209.5,-119.4
958,-218.1,-171.2,-146.3,-126.1
959,-237.2,-171.2,-192,-130.5
960,-279.8,-190.6,-193.9,-128.3
961,-198.8,-181.6,-139.7,-140.4
962,-223.7,-165.4,-114.6,-135.4
963,-263.5,-179.4,-163.2,-111.1
964,-284.3,-179.5,-141.5,-140
965,-287.5,-187,-129.5,-110.4
966,-290.3,-158.6,-152.9,-143
967,-227.2,-157.5,-121.5,-131.1
968,-248.6,-160,-128.8,-115
969,-317.7,-170.4,-127.2,-129.2
970,-284.2,-163,-164.9,-123.1
971,-288.1,-171,-158.1,-117.1
972,-224.1,-203.1,-147.8,-135
973,-204.1,-157.3,-138.2,-153
974,-251.4,-151.7,-137.9,-170.3
975,-255.6,-163.9,-148.5,-190.3
976,-254.3,-149,-208.8,-149.9
977,-260.2,-179.7,-180.3,-134
978,-243,-149.5,-141.5,-138.9
979,-278.1,-143.9,-126.8,-167.2
980,-272.5,-195.4,-183.5,-172.3
981,-277.2,-186.4,-158.5,-139.7
982,-243,-150.9,-146.9,-142.9
983,-247.9,-154,-161.4,-116.1
984,-281.4,-147.3,-136.5,-174.7
985,-284.8,-156.8,-142.9,-156.9
986,-273.5,-127.3,-170.4,-133.7
987,-293.1,-197.5,-171,-115.5
988,-250.6,-154.3,-144.4,-119.3
989,-240.4,-147.3,-156.1,-133.5
990,-261,-127.5,-187,-100.6
991,-246.7,-142.6,-194.6,-168.3
992,-316.2,-138.6,-126.6,-128.6
993,-256.4,-155.5,-165,-167.2
994,-268.7,-218.8,-139.3,-163.6
995,-232,-149.6,-123.3,-134.6
996,-239.4,-188.8,-176.4,-137.5
997,-297.4,-250,-145.9,-129.2
998,-260,-167.5,-168.9,-131
999,-267,-156.9,-127.3,-161.5
1000,-235.2,-151.3,-118.6,-135
1001,-238.9,-125.4,-143.4,-130.4
1002,-250.2,-151.5,-130.3,-128
1003,-288.5,-176.8,-168.1,-101.5
1004,-244.7,-169.9,-148.8,-149.6
1005,-246.6,-190.2,-153.1,-146.9
1006,-264.1,-172.8,-142.4,-129.2
1007,-248.6,-150.5,-136,-126.8
1008,-222.3,-174.2,-151.4,-133.8
1009,-255.2,-186.5,-133.5,-86.8
1010,-250.5,-168.3,-121.6,-157.8
1011,-266.6,-139.6,-155.4,-154
1012,-224.2,-154.3,-143.7,-107.9
1013,-227.2,-179.8,-147.3,-143.9
1014,-278.2,-189.8,-134.3,-139.7
1015,-220.7,-189.6,-188.7,-143.3
1016,-208.3,-148.2,-131.1,-130.6
1017,-214.8,-163,-139.7,-136.9
1018,-269.1,-174.9,-135.2,-119.1
1019,-312.7,-174.9,-132.9,-128.5
1020,-288.7,-194.9,-162.9,-74.8
1021,-230.5,-145.4,-158.2,-163.1
1022,-225.9,-205,-144.1,-127.4
1023,-209,-193.9,-116.1,-162.2
1024,-261.1,-179.6,-142.8,-108.3
1025,-246.4,-186.7,-156,-163.4
1026,-240.2,-176.5,-152.7,-121.5
1027,-363.1,-165.7,-178.2,-130.5
1028,-263.9,-197.1,-130.5,-138.5
1029,-295.5,-178.8,-171.2,-118.4
1030,-241.1,-155.3,-129.5,-176.5
1031,-222.2,-145.5,-125.5,-165.1
1032,-301.6,-149.8,-124.7,-213.8
1033,-333.4,-177.4,-160.8,-217.6
1034,-316.8,-159.3,-174.1,-164.8
1035,-262.8,-205.3,-139.5,-224.2
1036,-247.9,-184,-147.1,-223
1037,-262.8,-217.4,-177.2,-149.5
1038,-344.4,-161.2,-154,-114.5
1039,-232.1,-158.2,-142.9,-173.2
1040,-202,-140.5,-137.3,-145.1
1041,-307,-136.6,-187.3,-162.1
1042,-345.8,-178.9,-176.5,-124.3
1043,-266.2,-160.6,-146.8,-125.2
1044,-301.2,-173.7,-174.9,-138.4
1045,-288.1,-175.3,-153.2,-166
1046,-287.3,-162.1,-162.1,-156.4
1047,-292.4,-227.9,-163.5,-180.9
1048,-210.3,-160.8,-149.6,-155.6
1049,-302.5,-156.7,-165.3,-139.4
1050,-279.8,-150.4,-167.8,-160.3
1051,-230,-165.2,-170.7,-151.5
1052,-254.5,-165.8,-130.6,-161.2
1053,-274.7,-167.1,-175,-125
1054,-256.8,-135.1,-148.8,-130.1
1055,-225.1,-165.3,-142.4,-142.2
1056,-261.8,-146.2,-137.2,-144.7
1057,-269.8,-163.7,-168.7,-147.7
1058,-244.1,-124.3,-173.2,-141.9
1059,-212.2,-134.5,-150.4,-148.3
1060,-260.9,-144.1,-166.2,-140.8
1061,-258.4,-150,-167.1,-164.9
1062,-233.1,-128,-134.8,-129.5
1063,-240.4,-154,-157.4,-136.3
1064,-210.5,-190,-167.4,-140.7
1065,-255.6,-194.6,-173.4,-160.9
1066,-244.8,-149.5,-137.5,-154.7
1067,-256.4,-146.1,-175.8,-150.7
1068,-214.2,-147.9,-188.3,-124.1
1069,-224.8,-164.1,-129.8,-153
1070,-237.7,-173.8,-160.2,-124.2
1071,-259.7,-181.2,-160.5,-110.1
1072,-255.2,-184.6,-150.8,-140.5
1073,-217,-124.2,-147.9,-124.7
1074,-341.8,-149.2,-187.3,-113.3
1075,-262.4,-131.8,-162.5,-116.1
1076,-236.6,-167.9,-156.4,-135.7
1077,-224.7,-146.2,-118.5,-102.9
1078,-240.9,-130.1,-143.7,-148.8
1079,-229.4,-148.5,-165.9,-89.3
1080,-231,-154.3,-184.5,-115.4
1081,-217.2,-177.4,-167.5,-126.4
1082,-210.4,-111.7,-117.4,-101.3
1083,-246.9,-134.3,-235.1,-165.9
1084,-190.6,-126.4,-125.6,-137.1
1085,-272.2,-141.9,-189.8,-107.3
1086,-230.2,-144.9,-141.9,-131.8
1087,-242.8,-155.1,-125.7,-122.5
1088,-263.5,-178.5,-128.2,-103.4
1089,-240.9,-179.9,-140.8,-176.1
1090,-192.5,-140.3,-138.3,-144.8
1091,-231.7,-184.2,-141.9,-126.9
1092,-234.8,-130.6,-133.3,-150.6
1093,-179.6,-156.7,-134.5,-130.4
1094,-217.6,-142.8,-117.1,-117.7
1095,-207.4,-186.2,-155.8,-116.9
1096,-233.5,-144.2,-173.8,-110.7
1097,-248.5,-165.8,-157.4,-115.2
1098,-242,-148.5,-164.5,-151.7
1099,-249,-159.5,-181.4,-116.5
1100,-232.9,-173.9,-117.4,-151.6
1101,-256.5,-164.3,-138.6,-150.4
1102,-244.6,-149.2,-120,-107.4
1103,-291.4,-139.8,-156.1,-133.8
1104,-235.2,-152.9,-121.8,-159.4
1105,-244.3,-156.7,-146,-106.4
1106,-257.4,-158.5,-149.2,-110.9
1107,-252.6,-200.4,-162.4,-154.8
1108,-200.3,-150.8,-118.1,-154.8
1109,-241.8,-153.4,-154.5,-125.7
1110,-246.4,-157.7,-157.3,-132.9
1111,-241.6,-152,-140.5,-135.9
1112,-203.1,-140.6,-121.1,-129.3
1113,-248.1,-137.1,-132.2,-139.2
1114,-261.9,-148.1,-146.7,-143.9
1115,-205.6,-157.2,-146.8,-90.1
1116,-216.3,-117,-170.2,-112
1117,-211.8,-156.7,-135,-122.6
1118,-233.6,-189.3,-151.8,-123.9
1119,-319.4,-134.1,-174.2,-111.9
1120,-204.7,-184.6,-128.4,-122.3
1121,-289.7,-136.4,-117.7,-123
1122,-226.2,-167.1,-124.6,-114.8
1123,-266.1,-172.8,-121.8,-132.5
1124,-250.4,-187.1,-136.3,-131.8
1125,-209.5,-124.3,-148.7,-155.2
1126,-239.4,-168.6,-169,-151.1
1127,-239.7,-172.8,-130.1,-135.7
1128,-199.2,-130.3,-136,-164.1
1129,-238.2,-130,-141.7,-138.8
1130,-252,-146,-155,-151.8
1131,-231.1,-142.7,-194.7,-140.4
1132,-222.9,-134.7,-174.1,-146
1133,-251.8,-182.1,-141.7,-151.2
1134,-271.3,-176,-137.3,-135.6
1135,-240.5,-145,-142.4,-129.4
1136,-223,-158.6,-177.3,-177.4
1137,-206.2,-165,-153.4,-154.4
1138,-263.9,-152.9,-149.2,-99.1
1139,-264.5,-112.1,-145.8,-105.9
1140,-293,-119.3,-179,-108
1141,-246.2,-131.7,-135.4,-114.5
1142,-215.1,-166.1,-125,-157.2
1143,-227.2,-168.4,-147.8,-135
1144,-232.5,-173.2,-155.9,-141.7
1145,-231.7,-155.2,-213,-151.4
1146,-223.2,-156.9,-185.9,-138.8
1147,-261.1,-139.4,-197.9,-153.3
1148,-223.2,-151.1,-122.6,-149.9
1149,-341.9,-137.7,-124.8,-131.8
1150,-196.3,-175.4,-132.6,-130.4
1151,-200.4,-152.5,-126.1,-125.4
1152,-213.8,-169.1,-121.1,-124.2
1153,-260.2,-134.8,-136.2,-104.4
1154,-286.4,-189,-158.8,-139.8
1155,-300.6,-182.7,-124.6,-145
1156,-332.6,-219.9,-141,-142.5
1157,-288.2,-202.4,-142,-131.7
1158,-270.2,-141.5,-141,-149.8
1159,-330.6,-218.1,-127.6,-108.1
1160,-267.7,-139.8,-136.7,-129.3
1161,-245.1,-162.3,-164.2,-107.2
1162,-330.5,-138.5,-133.8,-102.7
1163,-212.3,-140.2,-166.5,-163.4
1164,-247.9,-140.5,-132.8,-131.8
1165,-225.9,-128.3,-145,-114.5
1166,-228.2,-142.7,-135,-146.2
1167,-233,-160.9,-149.6,-147.3
1168,-230.9,-144.1,-151.8,-122.8
1169,-192.5,-159.5,-136.2,-145.9
1170,-229.5,-142.2,-141.4,-127.9
1171,-251.5,-147.1,-151.7,-110
1172,-256.1,-170.2,-200.7,-125.1
1173,-228.7,-119.8,-136.1,-140.5
1174,-248.2,-139.8,-145.3,-131.1
1175,-261.3,-163,-119.5,-122.2
1176,-253.7,-150,-173.4,-97.5
1177,-244.1,-117.2,-132.3,-111.7
1178,-230,-147.2,-166.6,-113.1
1179,-257,-148.3,-158,-107.4
1180,-244.3,-122.6,-121.1,-120.8
1181,-252.1,-127.9,-112.3,-121.8
1182,-230.3,-163.9,-124.7,-167
1183,-243.8,-173,-138,-140.9
1184,-239.4,-148.3,-130.3,-149
1185,-289.8,-188.8,-165.5,-121.9
1186,-216.9,-124.5,-139.8,-105
1187,-192.7,-133.5,-139.5,-107.9
1188,-223.2,-155.2,-144.6,-109.6
1189,-229.3,-121.2,-134.6,-128.2
1190,-235.7,-165.5,-151,-122.3
1191,-219.8,-132.6,-140.4,-132.8
1192,-237.4,-160.8,-167.9,-127.6
1193,-181.6,-157.4,-129.1,-117.8
1194,-244.6,-146.7,-135.6,-108.6
1195,-221.9,-136.8,-185.2,-91.5
1196,-209.1,-131.6,-148.1,-109
1197,-229.4,-142.4,-139.8,-155.1
1198,-253.3,-158.6,-172,-144
1199,-217.9,-168.8,-131.7,-114.2
1200,-216.5,-136.3,-141.5,-95.2
1201,-183.8,-170.4,-219.9,-125.3
1202,-188,-142,-126.5,-144.5
1203,-229.8,-138.4,-135.9,-100
1204,-201.2,-147,-140.5,-122.3
1205,-186.5,-119.1,-130.1,-180.9
1206,-276.4,-119.8,-115.8,-139.7
1207,-248.8,-103.9,-142.7,-117.2
1208,-228.7,-132.9,-151.6,-119.1
1209,-275,-123.5,-147.3,-99.1
1210,-215.7,-163.1,-119.6,-134
1211,-203.6,-138.8,-144.9,-131.6
1212,-196.3,-143,-121.9,-137.3
1213,-243,-140.8,-136,-110.8
1214,-219,-137.9,-130.2,-91.4
1215,-217.7,-161.1,-147.1,-107.7
1216,-266.5,-142.9,-139.1,-141.2
1217,-189.8,-178.1,-142.9,-157.7
1218,-220.7,-133.8,-120.4,-154
1219,-249.9,-111.8,-127.9,-108.1
1220,-308.7,-119.5,-123.7,-116.5
1221,-245.4,-152,-146.8,-111.7
1222,-206.8,-146.8,-146.4,-151.6
1223,-250.2,-140.2,-153.4,-153.6
1224,-289.1,-103.6,-156,-136.7
1225,-169.5,-144.5,-111.3,-148
1226,-246.7,-145.9,-135.3,-128.1
1227,-267.5,-207.5,-148.9,-100.5
1228,-190.9,-247.9,-129.3,-108.2
1229,-244,-227.8,-126.3,-105.3
1230,-259.3,-177.3,-136.9,-153.8
1231,-257.9,-174,-139.6,-162.2
1232,-194.3,-165.4,-165.8,-125.1
1233,-211.4,-188.4,-133.3,-141.5
1234,-245.2,-153.7,-127,-121.6
1235,-204.1,-135.1,-116.8,-172.6
1236,-214.2,-154.3,-136.4,-154.8
1237,-216,-132.4,-142.8,-134.3
1238,-252.1,-148.8,-121.2,-165.2
1239,-221.6,-146.2,-115.3,-113.4
1240,-203,-136.7,-182.7,-114.1
1241,-193.5,-163.7,-154,-157.3
1242,-218.7,-154.9,-138.4,-135.8
1243,-252.7,-125.5,-129.1,-138.2
1244,-226.4,-150,-122.2,-110
1245,-218.9,-161.6,-152.7,-111.7
1246,-217.6,-139.8,-148.6,-160.1
1247,-223,-155.9,-148,-144.7
1248,-323.8,-170.7,-145.4,-110.4
1249,-243.2,-125,-137.2,-136.6
1250,-173.6,-160.7,-131.4,-135.6
1251,-237.6,-145.4,-129.4,-131.6
1252,-317.7,-137,-162.5,-135.5
1253,-265.8,-150.3,-119.9,-167.4
1254,-209,-141.9,-144.5,-182.6
1255,-222.1,-141.5,-124.7,-118.2
1256,-220.2,-141.8,-119.2,-130.5
1257,-227.3,-151.8,-135.8,-140.8
1258,-230.1,-157.5,-132.5,-108.3
1259,-229.4,-191.7,-179.5,-138.7
1260,-216.2,-128.1,-139.5,-132.8
1261,-268.8,-134.2,-300.9,-124.6
