epoch,tj_easy_ac_att_JAMMAS_1 - episode_return__MAX,tj_easy_ac_att_JAMMAS_2 - episode_return__MAX,tj_easy_ac_att_JAMMAS_3 - episode_return__MAX,tj_easy_ac_att_JAMMAS_4 - episode_return__MAX,,,,,,,,,,,,,,,,,,
1057,-27.2,-5.6,-2.4,-29.6,,,,,,,,,,,,,,,,,,
1058,-28,-8,-5.6,-23.2,,,,,,,,,,,,,,,,,,
1059,-19.2,-1.6,-4.8,-23.2,,,,,,,,,,,,,,,,,,
1060,-20,-1.6,-8,-24.8,,,,,,,,,,,,,,,,,,
1061,-27.2,-5.6,-1.6,-24.8,,,,,,,,,,,,,,,,,,
1062,-20,-9.6,-1.6,-22.4,,,,,,,,,,,,,,,,,,
1063,-24.8,-6.4,-5.6,-24,,,,,,,,,,,,,,,,,,
1064,-27.2,-4.8,-10.4,-23.2,,,,,,,,,,,,,,,,,,
1065,-21.6,-4.8,-5.6,-26.4,,,,,,,,,,,,,,,,,,
1066,-21.6,-8,-4.8,-18.4,,,,,,,,,,,,,,,,,,
1067,-19.2,-8,-6.4,-20,,,,,,,,,,,,,,,,,,
1068,-22.4,-3.2,-7.2,-25.6,,,,,,,,,,,,,,,,,,
1069,-24,-8,-7.2,-26.4,,,,,,,,,,,,,,,,,,
1070,-24,-8.8,-3.2,-20,,,,,,,,,,,,,,,,,,
1071,-23.2,-3.2,-8,-20,,,,,,,,,,,,,,,,,,
1072,-19.2,-3.2,-8.8,-20,,,,,,,,,,,,,,,,,,
1073,-20.8,-7.2,-4,-21.6,,,,,,,,,,,,,,,,,,
1074,-20,-4,-3.2,-23.2,,,,,,,,,,,,,,,,,,
1075,-24.4,-8.8,-6.4,-19.2,,,,,,,,,,,,,,,,,,
1076,-27.6,-1.6,-4,-24.8,,,,,,,,,,,,,,,,,,
1077,-18.4,-8.8,-8.8,-17.6,,,,,,,,,,,,,,,,,,
1078,-27.2,-7.2,-1.6,-20,,,,,,,,,,,,,,,,,,
1079,-22.4,-8.8,-8.8,-23.2,,,,,,,,,,,,,,,,,,
1080,-20,-8,-8,-20.8,,,,,,,,,,,,,,,,,,
1081,-22.4,-4,-8,-22.4,,,,,,,,,,,,,,,,,,
1082,-20.8,-7.2,-8,-23.2,,,,,,,,,,,,,,,,,,
1083,-25.6,-5.6,-5.6,-23.2,,,,,,,,,,,,,,,,,,
1084,-20,-4,-5.6,-19.2,,,,,,,,,,,,,,,,,,
1085,-26.4,-7.2,-5.6,-24.8,,,,,,,,,,,,,,,,,,
1086,-22.4,-8,-4,-20,,,,,,,,,,,,,,,,,,
1087,-19.2,-4.8,-7.2,-19.2,,,,,,,,,,,,,,,,,,
1088,-27.2,-7.2,-8,-27.2,,,,,,,,,,,,,,,,,,
1089,-29.6,-7.2,-4.8,-32.8,,,,,,,,,,,,,,,,,,
1090,-24,-10.4,-8,-20.8,,,,,,,,,,,,,,,,,,
1091,-16,-7.2,-6.4,-18.4,,,,,,,,,,,,,,,,,,
1092,-20.8,-8,-11.2,-21.6,,,,,,,,,,,,,,,,,,
1093,-26.4,-1.6,-6.4,-24,,,,,,,,,,,,,,,,,,
1094,-20.8,-7.2,-8,-20.8,,,,,,,,,,,,,,,,,,
1095,-20.8,-5.6,-1.6,-24.8,,,,,,,,,,,,,,,,,,
1096,-18.4,-10.4,-7.2,-14.4,,,,,,,,,,,,,,,,,,
1097,-24.8,-3.2,-5.6,-20.8,,,,,,,,,,,,,,,,,,
1098,-23.2,-8,-11.2,-21.6,,,,,,,,,,,,,,,,,,
1099,-18.4,-7.2,-3.2,-20.8,,,,,,,,,,,,,,,,,,
1100,-24,-7.2,-7.2,-21.6,,,,,,,,,,,,,,,,,,
1101,-18.4,-5.6,-7.2,-20.8,,,,,,,,,,,,,,,,,,
1102,-20,-8.8,-7.2,-19.2,,,,,,,,,,,,,,,,,,
1103,-21.6,-9.6,-6.4,-22.4,,,,,,,,,,,,,,,,,,
1104,-24,-8,-8,-23.2,,,,,,,,,,,,,,,,,,
1105,-23.2,-4.8,-9.6,-23.2,,,,,,,,,,,,,,,,,,
1106,-13.6,-4,-8,-16,,,,,,,,,,,,,,,,,,
1107,-16.8,-2.4,-4.8,-16,,,,,,,,,,,,,,,,,,
1108,-19.2,-4,-4,-23.2,,,,,,,,,,,,,,,,,,
1109,-28.8,-5.6,-3.2,-25.6,,,,,,,,,,,,,,,,,,
1110,-22.4,-6.4,-4,-23.2,,,,,,,,,,,,,,,,,,
1111,-18.4,-8,-4.8,-18.4,,,,,,,,,,,,,,,,,,
1112,-24,-3.2,-7.2,-24,,,,,,,,,,,,,,,,,,
1113,-19.2,-4.8,-7.2,-21.6,,,,,,,,,,,,,,,,,,
1114,-24.8,-7.2,-4,-27.2,,,,,,,,,,,,,,,,,,
1115,-20.8,-5.6,-4,-18.4,,,,,,,,,,,,,,,,,,
1116,-23.2,-6.4,-8,-21.6,,,,,,,,,,,,,,,,,,
1117,-23.2,-4,-4.8,-24,,,,,,,,,,,,,,,,,,
1118,-19.2,-5.6,-6.4,-20.8,,,,,,,,,,,,,,,,,,
1119,-22.4,-4,-4,-20,,,,,,,,,,,,,,,,,,
1120,-24,-8,-5.6,-25.6,,,,,,,,,,,,,,,,,,
1121,-24,-8.8,-4,-20.8,,,,,,,,,,,,,,,,,,
1122,-18.4,-5.6,-8.8,-20,,,,,,,,,,,,,,,,,,
1123,-16.8,-8.8,-8,-16.8,,,,,,,,,,,,,,,,,,
1124,-20,-4.8,-5.6,-24.8,,,,,,,,,,,,,,,,,,
1125,-21.6,-1.6,-8.8,-24.8,,,,,,,,,,,,,,,,,,
1126,-21.6,-8.8,-4.8,-18.4,,,,,,,,,,,,,,,,,,
1127,-18.4,-4,-1.6,-16.8,,,,,,,,,,,,,,,,,,
1128,-16,-6.4,-8.8,-17.6,,,,,,,,,,,,,,,,,,
1129,-24.8,-4,-4,-20.8,,,,,,,,,,,,,,,,,,
1130,-18.4,-8,-6.4,-20,,,,,,,,,,,,,,,,,,
1131,-26.4,-6.4,-4,-25.6,,,,,,,,,,,,,,,,,,
1132,-27.2,-11.2,-8.8,-26.4,,,,,,,,,,,,,,,,,,
1133,-19.2,-6.4,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1134,-24,-7.2,-10.4,-22.4,,,,,,,,,,,,,,,,,,
1135,-20.8,-8,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1136,-20,-4,-7.2,-20,,,,,,,,,,,,,,,,,,
1137,-20,-6.4,-8,-18.4,,,,,,,,,,,,,,,,,,
1138,-22.4,-12.8,-5.6,-20.8,,,,,,,,,,,,,,,,,,
1139,-18.4,-9.6,-5.6,-20.8,,,,,,,,,,,,,,,,,,
1140,-17.6,-4.8,-8.8,-20,,,,,,,,,,,,,,,,,,
1141,-24,-8,-1.6,-23.2,,,,,,,,,,,,,,,,,,
1142,-21.6,-6.4,-4.8,-22.4,,,,,,,,,,,,,,,,,,
1143,-16,-5.6,-8,-16.8,,,,,,,,,,,,,,,,,,
1144,-21.6,-4,-7.2,-22.4,,,,,,,,,,,,,,,,,,
1145,-19.2,-5.6,-4.8,-19.2,,,,,,,,,,,,,,,,,,
1146,-21.6,-3.2,-4,-23.2,,,,,,,,,,,,,,,,,,
1147,-28,-7.2,-5.6,-30.4,,,,,,,,,,,,,,,,,,
1148,-27.2,-8,-3.2,-24.8,,,,,,,,,,,,,,,,,,
1149,-24.8,-11.2,-8,-24.8,,,,,,,,,,,,,,,,,,
1150,-16.8,-10.4,-7.2,-17.6,,,,,,,,,,,,,,,,,,
1151,-20,-1.6,-12,-20.8,,,,,,,,,,,,,,,,,,
1152,-19.2,-6.4,-9.6,-20,,,,,,,,,,,,,,,,,,
1153,-24.8,-6.4,-1.6,-23.2,,,,,,,,,,,,,,,,,,
1154,-16,-9.6,-6.4,-17.6,,,,,,,,,,,,,,,,,,
1155,-28.8,-7.2,-6.4,-28,,,,,,,,,,,,,,,,,,
1156,-20.8,-8.8,-9.6,-20,,,,,,,,,,,,,,,,,,
1157,-26.4,-2.4,-7.2,-28.8,,,,,,,,,,,,,,,,,,
1158,-26.4,-8,-8.8,-24.8,,,,,,,,,,,,,,,,,,
1159,-28,-7.2,-3.2,-27.2,,,,,,,,,,,,,,,,,,
1160,-22.4,-9.6,-7.2,-21.6,,,,,,,,,,,,,,,,,,
1161,-19.2,-5.6,-7.2,-19.2,,,,,,,,,,,,,,,,,,
1162,-23.2,-2.4,-10.4,-25.6,,,,,,,,,,,,,,,,,,
1163,-21.6,-8,-4.8,-18.4,,,,,,,,,,,,,,,,,,
1164,-19.2,-3.2,-2.4,-20.8,,,,,,,,,,,,,,,,,,
1165,-24.8,-7.2,-8.8,-23.2,,,,,,,,,,,,,,,,,,
1166,-18.4,-6.4,-3.2,-20.8,,,,,,,,,,,,,,,,,,
1167,-24,-8,-7.2,-22.4,,,,,,,,,,,,,,,,,,
1168,-20.8,-5.6,-5.6,-20,,,,,,,,,,,,,,,,,,
1169,-20.8,-6.4,-8,-24,,,,,,,,,,,,,,,,,,
1170,-20,-5.6,-6.4,-18.4,,,,,,,,,,,,,,,,,,
1171,-25.6,-3.2,-5.6,-27.2,,,,,,,,,,,,,,,,,,
1172,-23.2,-6.4,-6.4,-25.6,,,,,,,,,,,,,,,,,,
1173,-24.8,-7.2,-2.4,-19.2,,,,,,,,,,,,,,,,,,
1174,-20,-7.2,-7.2,-23.2,,,,,,,,,,,,,,,,,,
1175,-19.2,-4,-6.4,-19.2,,,,,,,,,,,,,,,,,,
1176,-19.2,-4.8,-7.2,-20,,,,,,,,,,,,,,,,,,
1177,-24.8,-2.4,-4,-21.6,,,,,,,,,,,,,,,,,,
1178,-25.6,-5.6,-4.8,-24,,,,,,,,,,,,,,,,,,
1179,-22.4,-8,-2.4,-20.8,,,,,,,,,,,,,,,,,,
1180,-16.8,-5.6,-6.4,-18.4,,,,,,,,,,,,,,,,,,
1181,-22.4,-4.8,-7.2,-23.2,,,,,,,,,,,,,,,,,,
1182,-23.2,-8.8,-5.6,-22.4,,,,,,,,,,,,,,,,,,
1183,-24,-4.8,-4.8,-22.4,,,,,,,,,,,,,,,,,,
1184,-27.2,-5.6,-9.6,-29.6,,,,,,,,,,,,,,,,,,
1185,-21.6,-4,-4,-22.4,,,,,,,,,,,,,,,,,,
1186,-19.2,-8,-5.6,-20,,,,,,,,,,,,,,,,,,
1187,-23.2,-7.2,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1188,-17.6,-5.6,-7.2,-19.2,,,,,,,,,,,,,,,,,,
1189,-22.4,-4,-8,-22.4,,,,,,,,,,,,,,,,,,
1190,-20,-10.4,-4.8,-20.8,,,,,,,,,,,,,,,,,,
1191,-21.6,-6.4,-4,-21.6,,,,,,,,,,,,,,,,,,
1192,-20.8,-4,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1193,-21.6,-9.6,-6.4,-20,,,,,,,,,,,,,,,,,,
1194,-21.6,-8,-4,-20.8,,,,,,,,,,,,,,,,,,
1195,-30.4,-6.4,-11.2,-29.6,,,,,,,,,,,,,,,,,,
1196,-22.4,-10.4,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1197,-18.4,-4,-7.2,-16.8,,,,,,,,,,,,,,,,,,
1198,-16,-5.6,-9.6,-17.6,,,,,,,,,,,,,,,,,,
1199,-19.2,-10.4,-4,-18.4,,,,,,,,,,,,,,,,,,
1200,-19.2,-4,-6.4,-23.2,,,,,,,,,,,,,,,,,,
1201,-21.6,-3.2,-9.6,-25.6,,,,,,,,,,,,,,,,,,
1202,-20,-4,-4.8,-20.8,,,,,,,,,,,,,,,,,,
1203,-20.8,-5.6,-2.4,-19.2,,,,,,,,,,,,,,,,,,
1204,-19.2,-4.8,-4,-20,,,,,,,,,,,,,,,,,,
1205,-16,-4,-6.4,-16,,,,,,,,,,,,,,,,,,
1206,-21.6,-4,-4.8,-22.4,,,,,,,,,,,,,,,,,,
1207,-17.6,-5.6,-3.2,-14.4,,,,,,,,,,,,,,,,,,
1208,-20,-2.4,-4,-24,,,,,,,,,,,,,,,,,,
1209,-24.8,-8.8,-5.6,-24.8,,,,,,,,,,,,,,,,,,
1210,-24,-8,-2.4,-24,,,,,,,,,,,,,,,,,,
1211,-20.8,-4,-9.6,-20,,,,,,,,,,,,,,,,,,
1212,-24.8,-2.4,-7.2,-24.8,,,,,,,,,,,,,,,,,,
1213,-18.4,-7.2,-4,-17.6,,,,,,,,,,,,,,,,,,
1214,-23.2,-6.4,-3.2,-24,,,,,,,,,,,,,,,,,,
1215,-17.6,-7.2,-6.4,-18.4,,,,,,,,,,,,,,,,,,
1216,-20.8,-3.2,-11.2,-18.4,,,,,,,,,,,,,,,,,,
1217,-18.4,-5.6,-5.6,-20.8,,,,,,,,,,,,,,,,,,
1218,-25.6,-4,-3.2,-24.8,,,,,,,,,,,,,,,,,,
1219,-23.2,-6.4,-5.6,-21.6,,,,,,,,,,,,,,,,,,
1220,-19.2,-6.4,-4,-20.8,,,,,,,,,,,,,,,,,,
1221,-17.6,-8,-6.4,-17.6,,,,,,,,,,,,,,,,,,
1222,-24.8,-4,-8,-23.2,,,,,,,,,,,,,,,,,,
1223,-24,-4.8,-6.4,-27.2,,,,,,,,,,,,,,,,,,
1224,-24,-7.2,-4,-23.2,,,,,,,,,,,,,,,,,,
1225,-24,-2.4,-4.8,-24.8,,,,,,,,,,,,,,,,,,
1226,-20.8,-5.6,-8,-18.4,,,,,,,,,,,,,,,,,,
1227,-20.8,-4,-2.4,-20,,,,,,,,,,,,,,,,,,
1228,-22.4,-6.4,-5.6,-28.8,,,,,,,,,,,,,,,,,,
1229,-20,-4,-3.2,-23.2,,,,,,,,,,,,,,,,,,
1230,-24,-6.4,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1231,-20.8,-5.6,-4,-19.2,,,,,,,,,,,,,,,,,,
1232,-21.6,-4,-7.2,-20.8,,,,,,,,,,,,,,,,,,
1233,-23.2,-4.8,-4.8,-27.2,,,,,,,,,,,,,,,,,,
1234,-24,-8.8,-4,-20,,,,,,,,,,,,,,,,,,
1235,-19.2,-4,-4.8,-20.8,,,,,,,,,,,,,,,,,,
1236,-20,-4.8,-10.4,-20.8,,,,,,,,,,,,,,,,,,
1237,-22.4,-4.8,-3.2,-22.4,,,,,,,,,,,,,,,,,,
1238,-19.2,-4.8,-4,-17.6,,,,,,,,,,,,,,,,,,
1239,-20,-4.8,-4.8,-22.4,,,,,,,,,,,,,,,,,,
1240,-18.4,-4.8,-5.6,-17.6,,,,,,,,,,,,,,,,,,
1241,-21.6,-4.8,-4,-22.4,,,,,,,,,,,,,,,,,,
1242,-20.8,-4.8,-4.8,-20,,,,,,,,,,,,,,,,,,
1243,-20.8,-8.8,-8,-19.2,,,,,,,,,,,,,,,,,,
1244,-26.4,-6.4,-4.8,-24,,,,,,,,,,,,,,,,,,
1245,-25.6,-8,-9.6,-24.8,,,,,,,,,,,,,,,,,,
1246,-26.4,-5.6,-5.6,-28,,,,,,,,,,,,,,,,,,
1247,-29.6,-7.2,-6.4,-27.2,,,,,,,,,,,,,,,,,,
1248,-21.6,-8,-7.2,-24,,,,,,,,,,,,,,,,,,
1249,-19.2,-7.2,-7.2,-19.2,,,,,,,,,,,,,,,,,,
1250,-22.4,-2.4,-8,-20,,,,,,,,,,,,,,,,,,
1251,-19.2,-7.2,-7.2,-21.6,,,,,,,,,,,,,,,,,,
1252,-23.2,-4.8,-2.4,-22.4,,,,,,,,,,,,,,,,,,
1253,-27.2,-4.8,-7.2,-26.4,,,,,,,,,,,,,,,,,,
1254,-19.2,-3.2,-4.8,-19.2,,,,,,,,,,,,,,,,,,
1255,-22.4,-5.6,-4.8,-23.2,,,,,,,,,,,,,,,,,,
1256,-24.8,-5.6,-3.2,-24,,,,,,,,,,,,,,,,,,
1257,-24.8,-6.4,-5.6,-24.8,,,,,,,,,,,,,,,,,,
1258,-20,-4,-5.6,-20,,,,,,,,,,,,,,,,,,
1259,-21.6,-4,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1260,-16.8,-6.4,-4,-16.8,,,,,,,,,,,,,,,,,,
1261,-24.8,-5.6,-4,-24.8,,,,,,,,,,,,,,,,,,
1262,-20.8,-6.4,-6.4,-20.8,,,,,,,,,,,,,,,,,,
1263,-19.2,-7.2,-5.6,-16,,,,,,,,,,,,,,,,,,
1264,-19.2,-7.2,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1265,-20,-4,-7.2,-20,,,,,,,,,,,,,,,,,,
1266,-23.2,-4.8,-7.2,-22.4,,,,,,,,,,,,,,,,,,
1267,-21.6,-7.2,-4,-25.6,,,,,,,,,,,,,,,,,,
1268,-26.4,-6.4,-4.8,-24,,,,,,,,,,,,,,,,,,
1269,-23.2,-5.6,-7.2,-22.4,,,,,,,,,,,,,,,,,,
1270,-24,-5.6,-6.4,-25.6,,,,,,,,,,,,,,,,,,
1271,-24,-6.4,-5.6,-25.6,,,,,,,,,,,,,,,,,,
1272,-24.8,-8,-5.6,-23.2,,,,,,,,,,,,,,,,,,
1273,-24.8,-4,-6.4,-24,,,,,,,,,,,,,,,,,,
1274,-22.4,-5.6,-8,-22.4,,,,,,,,,,,,,,,,,,
1275,-20.8,-5.6,-4,-17.6,,,,,,,,,,,,,,,,,,
1276,-16,-5.6,-5.6,-18.4,,,,,,,,,,,,,,,,,,
1277,-16,-4,-5.6,-18.4,,,,,,,,,,,,,,,,,,
1278,-26.4,-8.8,-5.6,-27.2,,,,,,,,,,,,,,,,,,
1279,-21.6,-6.4,-4,-22.4,,,,,,,,,,,,,,,,,,
1280,-25.6,-10.4,-8.8,-20.8,,,,,,,,,,,,,,,,,,
1281,-23.2,-12.8,-6.4,-28,,,,,,,,,,,,,,,,,,
1282,-28,-3.2,-10.4,-22.4,,,,,,,,,,,,,,,,,,
1283,-21.6,-4.8,-12.8,-21.6,,,,,,,,,,,,,,,,,,
1284,-19.2,-8,-3.2,-20.8,,,,,,,,,,,,,,,,,,
1285,-21.6,-8.8,-4.8,-22.4,,,,,,,,,,,,,,,,,,
1286,-24,-4.8,-8,-26.4,,,,,,,,,,,,,,,,,,
1287,-28,-4.8,-8.8,-25.6,,,,,,,,,,,,,,,,,,
1288,-21.6,-11.2,-4.8,-20.8,,,,,,,,,,,,,,,,,,
1289,-16.8,-8.8,-4.8,-16.8,,,,,,,,,,,,,,,,,,
1290,-22.4,-3.2,-11.2,-21.6,,,,,,,,,,,,,,,,,,
1291,-16,0,-4.8,-20.8,,,,,,,,,,,,,,,,,,
1292,-24,-2.4,-3.2,-24,,,,,,,,,,,,,,,,,,
1293,-23.2,-6.4,0,-22.4,,,,,,,,,,,,,,,,,,
1294,-20,-8,-2.4,-16.8,,,,,,,,,,,,,,,,,,
1295,-21.6,-3.2,-6.4,-22.4,,,,,,,,,,,,,,,,,,
1296,-20,-7.2,-8,-20.8,,,,,,,,,,,,,,,,,,
1297,-24.8,-4.8,-3.2,-28,,,,,,,,,,,,,,,,,,
1298,-25.6,-7.2,-7.2,-22.4,,,,,,,,,,,,,,,,,,
1299,-24.8,-8.8,-4.8,-24.8,,,,,,,,,,,,,,,,,,
1300,-24.8,-4,-7.2,-24,,,,,,,,,,,,,,,,,,
1301,-18.4,-3.2,-8.8,-16.8,,,,,,,,,,,,,,,,,,
1302,-19.2,-4,-4,-23.2,,,,,,,,,,,,,,,,,,
1303,-25.6,-1.6,-3.2,-24.8,,,,,,,,,,,,,,,,,,
1304,-19.2,-6.4,-4,-19.2,,,,,,,,,,,,,,,,,,
1305,-18.4,-6.4,-1.6,-15.2,,,,,,,,,,,,,,,,,,
1306,-16.8,-4,-6.4,-20,,,,,,,,,,,,,,,,,,
1307,-16.8,-1.6,-6.4,-15.2,,,,,,,,,,,,,,,,,,
1308,-27.2,-5.6,-4,-31.2,,,,,,,,,,,,,,,,,,
1309,-23.2,-8,-1.6,-19.2,,,,,,,,,,,,,,,,,,
1310,-20.8,-6.4,-5.6,-21.6,,,,,,,,,,,,,,,,,,
1311,-25.6,-6.4,-8,-24.8,,,,,,,,,,,,,,,,,,
1312,-20,-5.6,-6.4,-20.8,,,,,,,,,,,,,,,,,,
1313,-23.2,-1.6,-6.4,-22.4,,,,,,,,,,,,,,,,,,
1314,-22.4,-7.2,-5.6,-24.8,,,,,,,,,,,,,,,,,,
1315,-20,-5.6,-1.6,-17.6,,,,,,,,,,,,,,,,,,
1316,-16,-5.6,-7.2,-18.4,,,,,,,,,,,,,,,,,,
1317,-23.2,-3.2,-5.6,-23.2,,,,,,,,,,,,,,,,,,
1318,-22.4,-6.4,-5.6,-21.6,,,,,,,,,,,,,,,,,,
1319,-20,-4.8,-3.2,-20,,,,,,,,,,,,,,,,,,
1320,-19.2,-7.2,-6.4,-17.6,,,,,,,,,,,,,,,,,,
1321,-24,-5.6,-4.8,-23.2,,,,,,,,,,,,,,,,,,
1322,-15.2,-7.2,-7.2,-18.4,,,,,,,,,,,,,,,,,,
1323,-28,-1.6,-5.6,-27.2,,,,,,,,,,,,,,,,,,
1324,-23.2,-4.8,-7.2,-23.2,,,,,,,,,,,,,,,,,,
1325,-18.4,-6.4,-1.6,-18.4,,,,,,,,,,,,,,,,,,
1326,-12.8,-9.6,-4.8,-12.8,,,,,,,,,,,,,,,,,,
1327,-24,-3.2,-6.4,-20.8,,,,,,,,,,,,,,,,,,
1328,-20,-5.6,-9.6,-21.6,,,,,,,,,,,,,,,,,,
1329,-20,-3.2,-3.2,-20,,,,,,,,,,,,,,,,,,
1330,-23.2,-2.4,-5.6,-25.6,,,,,,,,,,,,,,,,,,
1331,-24.8,-5.6,-3.2,-24,,,,,,,,,,,,,,,,,,
1332,-22.4,-5.6,-2.4,-20.8,,,,,,,,,,,,,,,,,,
1333,-19.2,-7.2,-5.6,-19.2,,,,,,,,,,,,,,,,,,
1334,-21.6,-7.2,-5.6,-24,,,,,,,,,,,,,,,,,,
1335,-24,-6.4,-7.2,-23.2,,,,,,,,,,,,,,,,,,
1336,-21.6,-4.8,-7.2,-19.2,,,,,,,,,,,,,,,,,,
1337,-17.6,-8.8,-6.4,-19.2,,,,,,,,,,,,,,,,,,
1338,-26.4,-4,-4.8,-22.4,,,,,,,,,,,,,,,,,,
1339,-20.8,-9.6,-8.8,-21.6,,,,,,,,,,,,,,,,,,
1340,-19.2,-4,-4,-20,,,,,,,,,,,,,,,,,,
1341,-27.2,-4.8,-9.6,-26.4,,,,,,,,,,,,,,,,,,
1342,-20.8,-6.4,-4,-20,,,,,,,,,,,,,,,,,,
1343,-21.6,-4,-4.8,-24,,,,,,,,,,,,,,,,,,
1344,-22.4,-6.4,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1345,-27.2,-8.8,-4,-25.6,,,,,,,,,,,,,,,,,,
1346,-20.8,-12,-6.4,-23.2,,,,,,,,,,,,,,,,,,
1347,-20,-4,-8.8,-18.4,,,,,,,,,,,,,,,,,,
1348,-17.6,-6.4,-8.8,-20.8,,,,,,,,,,,,,,,,,,
1349,-16,-6.4,-4,-13.6,,,,,,,,,,,,,,,,,,
1350,-16,-4,-6.4,-18.4,,,,,,,,,,,,,,,,,,
1351,-18.4,-8.8,-6.4,-20,,,,,,,,,,,,,,,,,,
1352,-17.6,-4.8,-4,-15.2,,,,,,,,,,,,,,,,,,
1353,-27.2,-4.8,-8.8,-28,,,,,,,,,,,,,,,,,,
1354,-22.4,-3.2,-4.8,-20,,,,,,,,,,,,,,,,,,
1355,-19.2,-4.8,-4.8,-23.2,,,,,,,,,,,,,,,,,,
1356,-22.4,-8,-3.2,-18.4,,,,,,,,,,,,,,,,,,
1357,-22.4,-7.2,-4.8,-21.6,,,,,,,,,,,,,,,,,,
1358,-21.6,-6.4,-8,-24.8,,,,,,,,,,,,,,,,,,
1359,-26.4,-5.6,-7.2,-24.8,,,,,,,,,,,,,,,,,,
1360,-18.4,-10.4,-6.4,-17.6,,,,,,,,,,,,,,,,,,
1361,-20.8,-8.8,-5.6,-20.8,,,,,,,,,,,,,,,,,,
1362,-16.8,-4,-15.2,-17.6,,,,,,,,,,,,,,,,,,
1363,-24.8,-7.2,-4,-20,,,,,,,,,,,,,,,,,,
1364,-28,-7.2,-4,-28.8,,,,,,,,,,,,,,,,,,
1365,-21.6,-3.2,-7.2,-20,,,,,,,,,,,,,,,,,,
1366,-26.4,-10.4,-7.2,-29.6,,,,,,,,,,,,,,,,,,
1367,-20,-5.6,-3.2,-19.2,,,,,,,,,,,,,,,,,,
1368,-20.8,-8.8,-10.4,-20.8,,,,,,,,,,,,,,,,,,
1369,-23.2,-4.8,-5.6,-20.8,,,,,,,,,,,,,,,,,,
1370,-24.8,-8.8,-8.8,-28,,,,,,,,,,,,,,,,,,
1371,-24,-6.4,-4.8,-21.6,,,,,,,,,,,,,,,,,,
1372,-24,-4.8,-8.8,-25.6,,,,,,,,,,,,,,,,,,
1373,-28,-7.2,-6.4,-26.4,,,,,,,,,,,,,,,,,,
1374,-16.8,-6.4,-4.8,-20,,,,,,,,,,,,,,,,,,
1375,-20,-4,-7.2,-18.4,,,,,,,,,,,,,,,,,,
1376,-23.2,-8,-6.4,-22.4,,,,,,,,,,,,,,,,,,
1377,-23.2,-7.2,-4,-23.2,,,,,,,,,,,,,,,,,,
1378,-16.8,-4.8,-8,-16.8,,,,,,,,,,,,,,,,,,
1379,-19.2,-4.8,-7.2,-20,,,,,,,,,,,,,,,,,,
1380,-20.8,-6.4,-4.8,-20.8,,,,,,,,,,,,,,,,,,
1381,-22.4,-7.2,-4.8,-22.4,,,,,,,,,,,,,,,,,,
1382,-23.2,-4,-6.4,-20,,,,,,,,,,,,,,,,,,
1383,-16,-4.8,-7.2,-19.2,,,,,,,,,,,,,,,,,,
1384,-23.2,-11.2,-4,-24,,,,,,,,,,,,,,,,,,
1385,-26.4,-10.4,-4.8,-24,,,,,,,,,,,,,,,,,,
1386,-17.6,-7.2,-11.2,-18.4,,,,,,,,,,,,,,,,,,
1387,-25.6,-6.4,-10.4,-26.4,,,,,,,,,,,,,,,,,,
1388,-17.6,-6.4,-7.2,-17.6,,,,,,,,,,,,,,,,,,
1389,-20,-11.2,-6.4,-18.4,,,,,,,,,,,,,,,,,,
1390,-16.8,-9.6,-6.4,-16.8,,,,,,,,,,,,,,,,,,
1391,-18.4,-4,-11.2,-18.4,,,,,,,,,,,,,,,,,,
1392,-18.4,-4.8,-9.6,-19.2,,,,,,,,,,,,,,,,,,
1393,-20.8,-6.4,-4,-21.6,,,,,,,,,,,,,,,,,,
1394,-24.8,-5.6,-4.8,-28,,,,,,,,,,,,,,,,,,
1395,-21.6,-4,-6.4,-16.8,,,,,,,,,,,,,,,,,,
1396,-24.8,-0.8,-5.6,-25.6,,,,,,,,,,,,,,,,,,
1397,-20,-6.4,-4,-20,,,,,,,,,,,,,,,,,,
1398,-24,-7.2,-0.8,-24,,,,,,,,,,,,,,,,,,
1399,-24,-10.4,-6.4,-23.2,,,,,,,,,,,,,,,,,,
1400,-21.6,-4.8,-7.2,-24.8,,,,,,,,,,,,,,,,,,
1401,-26.4,-5.6,-10.4,-24.8,,,,,,,,,,,,,,,,,,
1402,-24,-11.2,-4.8,-24.8,,,,,,,,,,,,,,,,,,
1403,-25.2,-8.8,-5.6,-22.4,,,,,,,,,,,,,,,,,,
1404,-21.6,-4,-11.2,-20,,,,,,,,,,,,,,,,,,
1405,-20.8,-3.2,-8.8,-19.2,,,,,,,,,,,,,,,,,,
1406,-14.4,-6.4,-4,-17.6,,,,,,,,,,,,,,,,,,
1407,-31.2,-6.4,-3.2,-32,,,,,,,,,,,,,,,,,,
1408,-24,-6.4,-6.4,-22.4,,,,,,,,,,,,,,,,,,
1409,-28,-6.4,-6.4,-28,,,,,,,,,,,,,,,,,,
