epoch,tj_easy_ac_att_JAMMAS_1 - episode_return__MAX,tj_easy_ac_att_JAMMAS_2 - episode_return__MAX,tj_easy_ac_att_JAMMAS_3 - episode_return__MAX,tj_easy_ac_att_JAMMAS_4 - episode_return__MAX,,,,,,,,,,,,,,,,,,
337,-16,-16,-16,-19.2,,,,,,,,,,,,,,,,,,
338,-20,-20,-20,-17.6,,,,,,,,,,,,,,,,,,
339,-22.4,-22.4,-22.4,-21.6,,,,,,,,,,,,,,,,,,
340,-20.8,-20.8,-20.8,-21.6,,,,,,,,,,,,,,,,,,
341,-19.2,-19.2,-19.2,-20,,,,,,,,,,,,,,,,,,
342,-17.6,-17.6,-17.6,-19.2,,,,,,,,,,,,,,,,,,
343,-24.8,-24.8,-24.8,-25.6,,,,,,,,,,,,,,,,,,
344,-19.2,-19.2,-19.2,-17.6,,,,,,,,,,,,,,,,,,
345,-28,-28,-28,-28.8,,,,,,,,,,,,,,,,,,
346,-20.8,-20.8,-20.8,-18.4,,,,,,,,,,,,,,,,,,
347,-20.8,-20.8,-20.8,-20.8,,,,,,,,,,,,,,,,,,
348,-18.4,-18.4,-18.4,-20.8,,,,,,,,,,,,,,,,,,
349,-24.8,-24.8,-24.8,-21.6,,,,,,,,,,,,,,,,,,
350,-17.6,-17.6,-17.6,-19.2,,,,,,,,,,,,,,,,,,
351,-22.4,-22.4,-22.4,-21.6,,,,,,,,,,,,,,,,,,
352,-16.8,-16.8,-16.8,-16,,,,,,,,,,,,,,,,,,
353,-30.4,-30.4,-30.4,-33.6,,,,,,,,,,,,,,,,,,
354,-26.4,-26.4,-26.4,-24,,,,,,,,,,,,,,,,,,
355,-25.6,-25.6,-25.6,-27.2,,,,,,,,,,,,,,,,,,
356,-20.8,-20.8,-20.8,-18.4,,,,,,,,,,,,,,,,,,
357,-24.8,-24.8,-24.8,-25.6,,,,,,,,,,,,,,,,,,
358,-24,-24,-24,-24,,,,,,,,,,,,,,,,,,
359,-23.2,-23.2,-23.2,-23.2,,,,,,,,,,,,,,,,,,
360,-18.4,-18.4,-18.4,-19.2,,,,,,,,,,,,,,,,,,
361,-20.8,-20.8,-20.8,-20.8,,,,,,,,,,,,,,,,,,
362,-23.2,-23.2,-23.2,-21.6,,,,,,,,,,,,,,,,,,
363,-14.4,-14.4,-14.4,-16,,,,,,,,,,,,,,,,,,
364,-23.2,-23.2,-23.2,-22.4,,,,,,,,,,,,,,,,,,
365,-21.6,-21.6,-21.6,-21.6,,,,,,,,,,,,,,,,,,
366,-25.6,-25.6,-25.6,-25.6,,,,,,,,,,,,,,,,,,
367,-20,-20,-20,-20.8,,,,,,,,,,,,,,,,,,
368,-24,-24,-24,-21.6,,,,,,,,,,,,,,,,,,
369,-23.2,-23.2,-23.2,-23.2,,,,,,,,,,,,,,,,,,
370,-26.4,-22.4,-22.4,-24.8,,,,,,,,,,,,,,,,,,
371,-21.6,-20.8,-20.8,-19.2,,,,,,,,,,,,,,,,,,
372,-18.4,-18.4,-18.4,-18.4,,,,,,,,,,,,,,,,,,
373,-28,-28,-28,-27.2,,,,,,,,,,,,,,,,,,
374,-17.6,-17.6,-17.6,-19.2,,,,,,,,,,,,,,,,,,
375,-24,-24,-24,-24,,,,,,,,,,,,,,,,,,
376,-21.6,-21.6,-21.6,-21.6,,,,,,,,,,,,,,,,,,
377,-26.4,-26.4,-26.4,-28,,,,,,,,,,,,,,,,,,
378,-17.6,-17.6,-17.6,-16,,,,,,,,,,,,,,,,,,
379,-19.2,-19.2,-19.2,-18.4,,,,,,,,,,,,,,,,,,
380,-22.4,-22.4,-22.4,-24,,,,,,,,,,,,,,,,,,
381,-17.6,-17.6,-17.6,-15.2,,,,,,,,,,,,,,,,,,
382,-23.2,-23.2,-23.2,-24,,,,,,,,,,,,,,,,,,
383,-20,-20,-20,-21.6,,,,,,,,,,,,,,,,,,
384,-22.4,-22.4,-22.4,-20.8,,,,,,,,,,,,,,,,,,
385,-17.6,-17.6,-17.6,-18.4,,,,,,,,,,,,,,,,,,
386,-16,-16,-16,-16,,,,,,,,,,,,,,,,,,
387,-16,-16,-16,-15.2,,,,,,,,,,,,,,,,,,
388,-21.6,-21.6,-21.6,-24,,,,,,,,,,,,,,,,,,
389,-21.6,-21.6,-21.6,-20,,,,,,,,,,,,,,,,,,
390,-24,-24,-24,-25.6,,,,,,,,,,,,,,,,,,
391,-22.4,-22.4,-22.4,-19.2,,,,,,,,,,,,,,,,,,
392,-20.8,-20.8,-20.8,-22.4,,,,,,,,,,,,,,,,,,
393,-20.8,-20.8,-20.8,-21.6,,,,,,,,,,,,,,,,,,
394,-19.2,-19.2,-19.2,-18.4,,,,,,,,,,,,,,,,,,
395,-26.4,-26.4,-26.4,-27.2,,,,,,,,,,,,,,,,,,
396,-20.8,-20.8,-20.8,-19.2,,,,,,,,,,,,,,,,,,
397,-17.6,-17.6,-17.6,-17.6,,,,,,,,,,,,,,,,,,
398,-18.4,-18.4,-18.4,-20.8,,,,,,,,,,,,,,,,,,
399,-24,-24,-24,-22.4,,,,,,,,,,,,,,,,,,
400,-24,-24,-24,-23.2,,,,,,,,,,,,,,,,,,
401,-38.8,-38.8,-38.8,-36,,,,,,,,,,,,,,,,,,
402,-19.2,-19.2,-19.2,-20.8,,,,,,,,,,,,,,,,,,
403,-28,-28,-28,-27.2,,,,,,,,,,,,,,,,,,
404,-20.8,-20.8,-20.8,-20,,,,,,,,,,,,,,,,,,
405,-28,-28,-28,-28,,,,,,,,,,,,,,,,,,
406,-25.6,-25.6,-25.6,-25.6,,,,,,,,,,,,,,,,,,
407,-20.8,-20.8,-20.8,-22.4,,,,,,,,,,,,,,,,,,
408,-24.8,-24.8,-24.8,-24,,,,,,,,,,,,,,,,,,
409,-24.8,-24.8,-24.8,-24,,,,,,,,,,,,,,,,,,
410,-12.8,-12.8,-12.8,-14.4,,,,,,,,,,,,,,,,,,
411,-21.6,-21.6,-21.6,-19.2,,,,,,,,,,,,,,,,,,
412,-24.8,-24.8,-24.8,-26.4,,,,,,,,,,,,,,,,,,
413,-24.8,-24.8,-24.8,-24,,,,,,,,,,,,,,,,,,
414,-21.6,-21.6,-21.6,-21.6,,,,,,,,,,,,,,,,,,
415,-19.2,-19.2,-19.2,-21.6,,,,,,,,,,,,,,,,,,
416,-20.8,-20.8,-20.8,-19.2,,,,,,,,,,,,,,,,,,
417,-16.8,-16.8,-16.8,-16.8,,,,,,,,,,,,,,,,,,
418,-25.6,-25.6,-25.6,-27.2,,,,,,,,,,,,,,,,,,
419,-20.8,-20.8,-20.8,-21.6,,,,,,,,,,,,,,,,,,
420,-26.4,-26.4,-26.4,-24.8,,,,,,,,,,,,,,,,,,
421,-25.6,-25.6,-25.6,-27.2,,,,,,,,,,,,,,,,,,
422,-18.4,-18.4,-18.4,-18.4,,,,,,,,,,,,,,,,,,
423,-17.6,-17.6,-17.6,-17.6,,,,,,,,,,,,,,,,,,
424,-20.8,-20.8,-20.8,-21.6,,,,,,,,,,,,,,,,,,
425,-20.8,-20.8,-20.8,-20.8,,,,,,,,,,,,,,,,,,
426,-28.8,-28.8,-28.8,-28,,,,,,,,,,,,,,,,,,
427,-20.8,-20.8,-20.8,-20,,,,,,,,,,,,,,,,,,
428,-24,-24,-24,-25.6,,,,,,,,,,,,,,,,,,
429,-23.2,-23.2,-23.2,-23.2,,,,,,,,,,,,,,,,,,
430,-22.4,-22.4,-22.4,-22.4,,,,,,,,,,,,,,,,,,
431,-21.6,-21.6,-21.6,-21.6,,,,,,,,,,,,,,,,,,
432,-17.6,-17.6,-17.6,-17.6,,,,,,,,,,,,,,,,,,
433,-22.4,-22.4,-22.4,-22.4,,,,,,,,,,,,,,,,,,
434,-20,-20,-20,-20.8,,,,,,,,,,,,,,,,,,
435,-22.4,-22.4,-22.4,-20.8,,,,,,,,,,,,,,,,,,
436,-16,-16,-16,-16.8,,,,,,,,,,,,,,,,,,
437,-20.8,-20.8,-20.8,-22.4,,,,,,,,,,,,,,,,,,
438,-20,-20,-20,-19.2,,,,,,,,,,,,,,,,,,
439,-31.2,-31.2,-31.2,-28.8,,,,,,,,,,,,,,,,,,
440,-20,-20,-20,-22.4,,,,,,,,,,,,,,,,,,
441,-20.8,-20.8,-20.8,-19.2,,,,,,,,,,,,,,,,,,
442,-26.4,-26.4,-26.4,-25.6,,,,,,,,,,,,,,,,,,
443,-16.8,-16.8,-16.8,-16,,,,,,,,,,,,,,,,,,
444,-24,-24,-24,-24,,,,,,,,,,,,,,,,,,
445,-19.2,-19.2,-19.2,-21.6,,,,,,,,,,,,,,,,,,
446,-16,-16,-16,-16,,,,,,,,,,,,,,,,,,
447,-20.8,-20.8,-20.8,-19.2,,,,,,,,,,,,,,,,,,
448,-20.8,-20.8,-20.8,-20.8,,,,,,,,,,,,,,,,,,
449,-16.8,-16.8,-16.8,-18.4,,,,,,,,,,,,,,,,,,
450,-23.2,-23.2,-23.2,-22.4,,,,,,,,,,,,,,,,,,
451,-17.6,-17.6,-17.6,-20,,,,,,,,,,,,,,,,,,
452,-20.8,-20.8,-20.8,-22.4,,,,,,,,,,,,,,,,,,
453,-24,-24,-24,-20.8,,,,,,,,,,,,,,,,,,
454,-17.6,-17.6,-17.6,-18.4,,,,,,,,,,,,,,,,,,
455,-21.6,-21.6,-21.6,-21.6,,,,,,,,,,,,,,,,,,
456,-26.4,-26.4,-26.4,-26.4,,,,,,,,,,,,,,,,,,
457,-24,-24,-24,-22.4,,,,,,,,,,,,,,,,,,
458,-24.8,-24.8,-24.8,-25.6,,,,,,,,,,,,,,,,,,
459,-20.8,-20.8,-20.8,-22.4,,,,,,,,,,,,,,,,,,
460,-23.2,-23.2,-23.2,-21.6,,,,,,,,,,,,,,,,,,
461,-23.2,-23.2,-23.2,-21.6,,,,,,,,,,,,,,,,,,
462,-20.8,-20.8,-20.8,-20,,,,,,,,,,,,,,,,,,
463,-24.8,-24.8,-24.8,-25.6,,,,,,,,,,,,,,,,,,
464,-21.6,-21.6,-21.6,-19.2,,,,,,,,,,,,,,,,,,
465,-25.6,-25.6,-25.6,-28.8,,,,,,,,,,,,,,,,,,
466,-21.6,-21.6,-21.6,-16.8,,,,,,,,,,,,,,,,,,
467,-16.8,-16.8,-16.8,-18.4,,,,,,,,,,,,,,,,,,
468,-16.8,-16.8,-16.8,-15.2,,,,,,,,,,,,,,,,,,
469,-15.2,-15.2,-15.2,-16,,,,,,,,,,,,,,,,,,
470,-28,-28,-28,-26.4,,,,,,,,,,,,,,,,,,
471,-18.4,-18.4,-18.4,-21.6,,,,,,,,,,,,,,,,,,
472,-26.4,-26.4,-26.4,-26.4,,,,,,,,,,,,,,,,,,
473,-16.8,-16.8,-16.8,-15.2,,,,,,,,,,,,,,,,,,
474,-21.6,-21.6,-21.6,-22.4,,,,,,,,,,,,,,,,,,
475,-20,-20,-20,-18.4,,,,,,,,,,,,,,,,,,
476,-25.6,-25.6,-25.6,-30.4,,,,,,,,,,,,,,,,,,
477,-25.6,-25.6,-25.6,-28,,,,,,,,,,,,,,,,,,
478,-32,-32,-32,-28.8,,,,,,,,,,,,,,,,,,
479,-16,-16,-16,-16.8,,,,,,,,,,,,,,,,,,
480,-22.4,-22.4,-22.4,-21.6,,,,,,,,,,,,,,,,,,
481,-20,-20,-20,-20.8,,,,,,,,,,,,,,,,,,
482,-26.4,-26.4,-26.4,-23.2,,,,,,,,,,,,,,,,,,
483,-16.8,-16.8,-16.8,-12.8,,,,,,,,,,,,,,,,,,
484,-19.2,-19.2,-19.2,-24.8,,,,,,,,,,,,,,,,,,
485,-21.6,-21.6,-21.6,-173.2,,,,,,,,,,,,,,,,,,
486,-24.8,-24.8,-24.8,-32,,,,,,,,,,,,,,,,,,
487,-23.2,-23.2,-23.2,-28,,,,,,,,,,,,,,,,,,
488,-21.6,-21.6,-21.6,-35.2,,,,,,,,,,,,,,,,,,
489,-17.6,-17.6,-17.6,-24,,,,,,,,,,,,,,,,,,
490,-24.8,-24.8,-24.8,-27.2,,,,,,,,,,,,,,,,,,
491,-26.4,-26.4,-26.4,-32,,,,,,,,,,,,,,,,,,
492,-20,-20,-20,-25.6,,,,,,,,,,,,,,,,,,
493,-22.4,-22.4,-22.4,-27.2,,,,,,,,,,,,,,,,,,
494,-21.6,-21.6,-21.6,-28.8,,,,,,,,,,,,,,,,,,
495,-23.2,-23.2,-23.2,-13.6,,,,,,,,,,,,,,,,,,
496,-21.6,-21.6,-20,-44,,,,,,,,,,,,,,,,,,
497,-17.6,-17.6,-22,-40.8,,,,,,,,,,,,,,,,,,
498,-23.2,-23.2,-33.2,-29.6,,,,,,,,,,,,,,,,,,
499,-24,-24,-113.2,-27.2,,,,,,,,,,,,,,,,,,
500,-27.2,-27.2,-62.8,-21.6,,,,,,,,,,,,,,,,,,
501,-20,-20,-34.4,-20.8,,,,,,,,,,,,,,,,,,
502,-25.6,-25.6,-36.8,-25.6,,,,,,,,,,,,,,,,,,
503,-16.8,-16.8,-12,-18.4,,,,,,,,,,,,,,,,,,
504,-20,-20,-23.2,-16,,,,,,,,,,,,,,,,,,
505,-20,-20,-40,-28.8,,,,,,,,,,,,,,,,,,
506,-20,-20,-41.6,-37.6,,,,,,,,,,,,,,,,,,
507,-26.4,-26.4,-24,-23.2,,,,,,,,,,,,,,,,,,
508,-14.4,-14.4,-34.4,-38.4,,,,,,,,,,,,,,,,,,
509,-20.8,-20.8,-19.2,-23.2,,,,,,,,,,,,,,,,,,
510,-18.4,-18.4,-16,-17.6,,,,,,,,,,,,,,,,,,
511,-27.2,-27.2,-36.4,-35.6,,,,,,,,,,,,,,,,,,
512,-18.4,-18.4,-20.8,-17.6,,,,,,,,,,,,,,,,,,
513,-16.8,-16.8,-21.6,-9.6,,,,,,,,,,,,,,,,,,
514,-22.4,-22.4,-20.8,-13.6,,,,,,,,,,,,,,,,,,
515,-20.8,-20.8,-30.8,-31.2,,,,,,,,,,,,,,,,,,
516,-18.4,-18.4,-40.8,-28.8,,,,,,,,,,,,,,,,,,
517,-22.4,-22.4,-12.8,-8,,,,,,,,,,,,,,,,,,
518,-20,-20,-10.4,-24,,,,,,,,,,,,,,,,,,
519,-18.4,-18.4,-21.6,-24,,,,,,,,,,,,,,,,,,
520,-16.8,-16.8,-39.2,-35.2,,,,,,,,,,,,,,,,,,
521,-20,-20,-31.2,-35.2,,,,,,,,,,,,,,,,,,
522,-20.8,-20.8,-23.2,-33.6,,,,,,,,,,,,,,,,,,
523,-23.2,-23.2,-27.2,-17.6,,,,,,,,,,,,,,,,,,
524,-19.2,-19.2,-28.8,-23.2,,,,,,,,,,,,,,,,,,
525,-20.8,-20.8,-4.8,-4.8,,,,,,,,,,,,,,,,,,
526,-21.6,-21.6,-37.6,-30.4,,,,,,,,,,,,,,,,,,
527,-18.4,-18.4,-13.6,-13.6,,,,,,,,,,,,,,,,,,
528,-28.8,-28.8,-28.8,-23.2,,,,,,,,,,,,,,,,,,
529,-23.2,-23.2,-31.2,-26.4,,,,,,,,,,,,,,,,,,
530,-24,-24,-40.8,-30.4,,,,,,,,,,,,,,,,,,
531,-20.8,-20.8,-21.6,-30.4,,,,,,,,,,,,,,,,,,
532,-23.2,-23.2,-20,-28,,,,,,,,,,,,,,,,,,
533,-20.8,-20.8,-19.2,-23.2,,,,,,,,,,,,,,,,,,
534,-17.6,-17.6,-18.4,-11.2,,,,,,,,,,,,,,,,,,
535,-17.6,-17.6,-21.6,-30.4,,,,,,,,,,,,,,,,,,
536,-20,-20,-16,-10.4,,,,,,,,,,,,,,,,,,
537,-21.6,-21.6,-23.2,-20.8,,,,,,,,,,,,,,,,,,
538,-16,-16,-20,-21.6,,,,,,,,,,,,,,,,,,
539,-20,-20,-16.8,-12.8,,,,,,,,,,,,,,,,,,
540,-16.8,-16.8,-19.2,-27.2,,,,,,,,,,,,,,,,,,
541,-19.2,-19.2,-16.8,-16.8,,,,,,,,,,,,,,,,,,
542,-24.8,-24.8,-19.2,-19.2,,,,,,,,,,,,,,,,,,
543,-20,-20,-21.6,-16.8,,,,,,,,,,,,,,,,,,
544,-17.6,-17.6,-18.4,-11.2,,,,,,,,,,,,,,,,,,
545,-24,-24,-21.6,-29.6,,,,,,,,,,,,,,,,,,
546,-22.4,-22.4,-24,-24.8,,,,,,,,,,,,,,,,,,
547,-18.4,-18.4,-20.8,-18.4,,,,,,,,,,,,,,,,,,
548,-31.2,-31.2,-30.4,-22.4,,,,,,,,,,,,,,,,,,
549,-22.4,-22.4,-26.4,-17.6,,,,,,,,,,,,,,,,,,
550,-25.6,-25.6,-23.2,-34.4,,,,,,,,,,,,,,,,,,
551,-17.6,-17.6,-18.4,-16,,,,,,,,,,,,,,,,,,
552,-20.8,-20.8,-20.8,-20,,,,,,,,,,,,,,,,,,
553,-18.4,-18.4,-22.4,-36,,,,,,,,,,,,,,,,,,
554,-23.2,-23.2,-17.6,-24.8,,,,,,,,,,,,,,,,,,
555,-27.2,-27.2,-26.4,-24.8,,,,,,,,,,,,,,,,,,
556,-20,-20,-21.6,-20.8,,,,,,,,,,,,,,,,,,
557,-20,-20,-19.2,-18.4,,,,,,,,,,,,,,,,,,
558,-18.4,-18.4,-16.8,-16.8,,,,,,,,,,,,,,,,,,
559,-20.8,-20.8,-23.6,-32.8,,,,,,,,,,,,,,,,,,
560,-20.8,-20.8,-26,-20,,,,,,,,,,,,,,,,,,
561,-19.2,-20,-23.2,-20,,,,,,,,,,,,,,,,,,
562,-23.2,-23.2,-20.8,-21.6,,,,,,,,,,,,,,,,,,
563,-23.2,-23.2,-26.4,-27.2,,,,,,,,,,,,,,,,,,
564,-39.6,-38.8,-23.2,-20,,,,,,,,,,,,,,,,,,
565,-21.6,-79.6,-22.4,-22.4,,,,,,,,,,,,,,,,,,
566,-50.4,-29.6,-40.8,-31.2,,,,,,,,,,,,,,,,,,
567,-39.2,-32,-17.6,-26.4,,,,,,,,,,,,,,,,,,
568,-36,-40,-22.4,-24,,,,,,,,,,,,,,,,,,
569,-28,-25.6,-25.6,-22.4,,,,,,,,,,,,,,,,,,
570,-46.4,-31.2,-47.2,-29.6,,,,,,,,,,,,,,,,,,
571,-40.8,-29.6,-38.8,-19.2,,,,,,,,,,,,,,,,,,
572,-22.4,-18.4,-24.4,-17.6,,,,,,,,,,,,,,,,,,
573,-17.6,-21.6,-19.2,-19.2,,,,,,,,,,,,,,,,,,
574,-24.8,-24.8,-26.8,-25.6,,,,,,,,,,,,,,,,,,
575,-18.4,-19.2,-20.8,-23.2,,,,,,,,,,,,,,,,,,
576,-27.2,-27.2,-26.4,-28,,,,,,,,,,,,,,,,,,
577,-17.6,-17.6,-26.8,-18.4,,,,,,,,,,,,,,,,,,
578,-20,-20.8,-16,-20.8,,,,,,,,,,,,,,,,,,
579,-27.2,-25.6,-23.2,-24.8,,,,,,,,,,,,,,,,,,
580,-24,-20.8,-21.6,-23.2,,,,,,,,,,,,,,,,,,
581,-24.8,-20,-20,-24,,,,,,,,,,,,,,,,,,
582,-20,-27.2,-36.8,-20.8,,,,,,,,,,,,,,,,,,
583,-16,-16,-14.4,-16.8,,,,,,,,,,,,,,,,,,
584,-28,-27.6,-19.2,-28,,,,,,,,,,,,,,,,,,
585,-23.2,-19.2,-26.8,-23.2,,,,,,,,,,,,,,,,,,
586,-26.4,-22.4,-12.8,-25.6,,,,,,,,,,,,,,,,,,
587,-21.6,-22.4,-16,-23.2,,,,,,,,,,,,,,,,,,
588,-18.4,-20.8,-22.4,-20.8,,,,,,,,,,,,,,,,,,
589,-23.2,-29.6,-18.4,-20,,,,,,,,,,,,,,,,,,
590,-27.2,-24,-16,-28.8,,,,,,,,,,,,,,,,,,
591,-21.6,-21.6,-16,-21.6,,,,,,,,,,,,,,,,,,
592,-16,-16,-10.4,-15.2,,,,,,,,,,,,,,,,,,
593,-20.8,-19.2,-14.4,-21.6,,,,,,,,,,,,,,,,,,
594,-16,-12.8,-13.2,-20.8,,,,,,,,,,,,,,,,,,
595,-29.6,-27.2,-5.6,-23.2,,,,,,,,,,,,,,,,,,
596,-18.4,-18.4,-20,-20.8,,,,,,,,,,,,,,,,,,
597,-24.8,-24.8,-16,-23.2,,,,,,,,,,,,,,,,,,
598,-17.6,-20,-5.6,-20.8,,,,,,,,,,,,,,,,,,
599,-22.4,-20,-4,-20,,,,,,,,,,,,,,,,,,
600,-22.4,-22.4,-10.4,-20.8,,,,,,,,,,,,,,,,,,
601,-24.8,-23.2,-8.8,-23.2,,,,,,,,,,,,,,,,,,
602,-17.6,-19.2,-8,-16.8,,,,,,,,,,,,,,,,,,
603,-12.8,-14.4,-7.2,-15.2,,,,,,,,,,,,,,,,,,
604,-17.6,-17.6,-4,-16.8,,,,,,,,,,,,,,,,,,
605,-20,-20.8,-4,-18.4,,,,,,,,,,,,,,,,,,
606,-19.2,-18.4,-4,-20.8,,,,,,,,,,,,,,,,,,
607,-22.4,-21.6,-3.2,-18.4,,,,,,,,,,,,,,,,,,
608,-20,-20,-10.4,-24,,,,,,,,,,,,,,,,,,
609,-24,-24.8,-8.8,-23.2,,,,,,,,,,,,,,,,,,
610,-28.4,-23.2,-8,-24.8,,,,,,,,,,,,,,,,,,
611,-22.4,-21.6,-7.2,-24,,,,,,,,,,,,,,,,,,
612,-24,-30,-4,-24,,,,,,,,,,,,,,,,,,
613,-19.2,-20.8,-3.2,-19.2,,,,,,,,,,,,,,,,,,
614,-25.6,-27.2,-6.4,-24.8,,,,,,,,,,,,,,,,,,
615,-28.8,-30.4,-6.4,-25.6,,,,,,,,,,,,,,,,,,
616,-23.2,-21.6,-6.4,-25.6,,,,,,,,,,,,,,,,,,
617,-18.4,-18.4,-4.8,-17.6,,,,,,,,,,,,,,,,,,
618,-20,-20,-4,-21.6,,,,,,,,,,,,,,,,,,
619,-19.2,-17.6,-2.4,-19.2,,,,,,,,,,,,,,,,,,
620,-16.8,-16,-4,-16,,,,,,,,,,,,,,,,,,
621,-14.4,-15.2,-4,-12.8,,,,,,,,,,,,,,,,,,
622,-16.8,-15.2,-6.4,-17.6,,,,,,,,,,,,,,,,,,
623,-17.6,-16,-6.4,-16,,,,,,,,,,,,,,,,,,
624,-16.8,-18.4,-4.8,-19.2,,,,,,,,,,,,,,,,,,
625,-15.2,-19.6,-4,-13.6,,,,,,,,,,,,,,,,,,
626,-24,-20,-4.8,-25.6,,,,,,,,,,,,,,,,,,
627,-24.8,-22.4,-6.4,-23.2,,,,,,,,,,,,,,,,,,
628,-16.8,-20.8,-5.6,-18.4,,,,,,,,,,,,,,,,,,
629,-25.6,-25.6,-4.8,-25.6,,,,,,,,,,,,,,,,,,
630,-16,-17.6,-4.8,-16.8,,,,,,,,,,,,,,,,,,
631,-24,-20.8,-3.2,-22.4,,,,,,,,,,,,,,,,,,
632,-16,-18.4,-5.6,-18.4,,,,,,,,,,,,,,,,,,
633,-18.4,-19.2,-4.8,-16,,,,,,,,,,,,,,,,,,
634,-25.6,-24,-7.2,-28,,,,,,,,,,,,,,,,,,
635,-20,-20,-11.2,-20,,,,,,,,,,,,,,,,,,
636,-25.6,-27.2,-18.4,-24.8,,,,,,,,,,,,,,,,,,
637,-21.6,-26.4,-12,-28,,,,,,,,,,,,,,,,,,
638,-31.2,-24,-5.6,-18.4,,,,,,,,,,,,,,,,,,
639,-19.2,-19.2,-6.4,-22.4,,,,,,,,,,,,,,,,,,
640,-30.4,-24,-6.4,-25.6,,,,,,,,,,,,,,,,,,
641,-20.8,-23.2,-4.8,-24,,,,,,,,,,,,,,,,,,
642,-20,-19.2,-8,-18.4,,,,,,,,,,,,,,,,,,
643,-15.2,-20.8,-4.8,-21.6,,,,,,,,,,,,,,,,,,
644,-18.4,-17.6,-8,-16.8,,,,,,,,,,,,,,,,,,
645,-32,-35.2,-4,-28,,,,,,,,,,,,,,,,,,
646,-20.8,-20,-7.2,-21.6,,,,,,,,,,,,,,,,,,
647,-16,-18.4,-8.8,-19.2,,,,,,,,,,,,,,,,,,
648,-21.6,-20.8,-5.6,-21.6,,,,,,,,,,,,,,,,,,
649,-17.6,-16.8,-6.4,-17.6,,,,,,,,,,,,,,,,,,
650,-30.4,-29.6,-8.8,-24,,,,,,,,,,,,,,,,,,
651,-23.2,-24,-8.8,-23.2,,,,,,,,,,,,,,,,,,
652,-20.8,-19.2,-4.8,-25.6,,,,,,,,,,,,,,,,,,
653,-24,-25.6,-8.8,-24,,,,,,,,,,,,,,,,,,
654,-23.2,-23.2,-11.2,-23.2,,,,,,,,,,,,,,,,,,
655,-23.2,-22.4,-5.6,-20.8,,,,,,,,,,,,,,,,,,
656,-29.6,-30.4,-6.4,-30.4,,,,,,,,,,,,,,,,,,
657,-24.8,-17.6,-8,-16,,,,,,,,,,,,,,,,,,
658,-25.6,-26.4,-5.6,-25.6,,,,,,,,,,,,,,,,,,
659,-18.4,-19.2,-3.2,-17.6,,,,,,,,,,,,,,,,,,
660,-32,-32,-2.4,-31.2,,,,,,,,,,,,,,,,,,
661,-20.8,-20,-8,-20.8,,,,,,,,,,,,,,,,,,
662,-21.6,-22.4,-6.4,-26.8,,,,,,,,,,,,,,,,,,
663,-24.8,-24.8,-6.4,-24.8,,,,,,,,,,,,,,,,,,
664,-20.8,-21.6,-3.2,-20,,,,,,,,,,,,,,,,,,
665,-30.4,-28,-3.2,-29.6,,,,,,,,,,,,,,,,,,
666,-22.8,-20,-9.6,-18.4,,,,,,,,,,,,,,,,,,
667,-19.2,-18.4,-5.6,-19.2,,,,,,,,,,,,,,,,,,
668,-20.8,-20.8,-5.6,-20.8,,,,,,,,,,,,,,,,,,
669,-17.6,-19.2,-4,-16,,,,,,,,,,,,,,,,,,
670,-23.2,-20.8,-5.6,-24,,,,,,,,,,,,,,,,,,
671,-16,-16,-8,-15.2,,,,,,,,,,,,,,,,,,
672,-27.2,-26.4,-8.8,-24,,,,,,,,,,,,,,,,,,
673,-27.2,-28,-5.6,-27.2,,,,,,,,,,,,,,,,,,
674,-25.6,-25.6,-4.8,-24,,,,,,,,,,,,,,,,,,
675,-28,-28.8,-8,-28.8,,,,,,,,,,,,,,,,,,
676,-19.2,-17.6,-4.8,-21.6,,,,,,,,,,,,,,,,,,
677,-26.4,-26.4,-6.4,-12.8,,,,,,,,,,,,,,,,,,
678,-26.4,-25.6,-8,-36.8,,,,,,,,,,,,,,,,,,
679,-20.8,-20.8,-6.4,-20.8,,,,,,,,,,,,,,,,,,
680,-24,-23.2,-9.6,-22.4,,,,,,,,,,,,,,,,,,
681,-20.8,-20,-6.4,-23.2,,,,,,,,,,,,,,,,,,
682,-24,-24,-9.6,-25.6,,,,,,,,,,,,,,,,,,
683,-16,-16,-7.2,-16,,,,,,,,,,,,,,,,,,
684,-24,-24.8,-3.2,-27.2,,,,,,,,,,,,,,,,,,
685,-27.2,-28,-7.2,-24.8,,,,,,,,,,,,,,,,,,
686,-22.4,-21.6,-4.8,-20.8,,,,,,,,,,,,,,,,,,
687,-20.8,-20,-8,-18.4,,,,,,,,,,,,,,,,,,
688,-17.6,-22.4,-4.8,-19.2,,,,,,,,,,,,,,,,,,
689,-19.2,-17.6,-6.4,-21.6,,,,,,,,,,,,,,,,,,
690,-20.8,-22.4,-2.4,-22.4,,,,,,,,,,,,,,,,,,
691,-29.6,-28.8,-6.4,-30.4,,,,,,,,,,,,,,,,,,
692,-18.4,-17.6,-5.6,-16,,,,,,,,,,,,,,,,,,
693,-16.8,-18.4,-9.6,-16,,,,,,,,,,,,,,,,,,
694,-22.4,-22.4,-5.6,-21.6,,,,,,,,,,,,,,,,,,
695,-19.2,-19.2,-4,-20.8,,,,,,,,,,,,,,,,,,
696,-16.8,-16.8,-7.2,-16.8,,,,,,,,,,,,,,,,,,
697,-23.2,-22.4,-2.4,-22.4,,,,,,,,,,,,,,,,,,
