epoch,mpe_mpe-large-spread-v1_ac_att_noise_JAMMAS_1 - episode_return,mpe_mpe-large-spread-v1_ac_att_JAMMAS_1 - episode_return
1160,-222.6,-172.3
1161,-247.7,-211.9
1162,-250.1,-204
1163,-196.7,-191.6
1164,-253.7,-183.7
1165,-237.4,-159.8
1166,-249.2,-192.4
1167,-243.1,-173.1
1168,-250.4,-176.3
1169,-220.2,-188.5
1170,-244.8,-173.7
1171,-203.8,-129.8
1172,-226.3,-178
1173,-207.4,-198.8
1174,-266.1,-175.1
1175,-199.1,-161.9
1176,-249,-143.9
1177,-217.5,-192.3
1178,-205.2,-163.1
1179,-227.3,-196.7
1180,-171.8,-201.9
1181,-215.3,-185.4
1182,-198.5,-204.1
1183,-242.8,-171.1
1184,-202.7,-148.1
1185,-232.1,-136.9
1186,-243.6,-160.7
1187,-187.7,-168.2
1188,-218.9,-188.6
1189,-213.6,-155.4
1190,-173.6,-176.8
1191,-221.6,-198.9
1192,-223.4,-179.9
1193,-191.6,-194.6
1194,-199.3,-214.8
1195,-233.4,-178.4
1196,-190.8,-173
1197,-209.3,-146.9
1198,-249.5,-167.5
1199,-213.6,-144.5
1200,-205.4,-166.2
1201,-201.7,-120.6
1202,-211,-160.1
1203,-187.1,-193.4
1204,-236.1,-160.5
1205,-213.1,-150.1
1206,-228.9,-170.7
1207,-190.5,-123.1
1208,-214.2,-205.8
1209,-197.4,-185
1210,-203.4,-210.6
1211,-263.5,-177.9
1212,-211.1,-200.1
1213,-249.6,-255
1214,-209.5,-185.6
1215,-198,-209.4
1216,-185.2,-246.9
1217,-213.7,-185.1
1218,-214.7,-170.8
1219,-198.6,-129
1220,-222.7,-208.8
1221,-231.4,-178.3
1222,-220.2,-184.2
1223,-237.1,-160
1224,-192.7,-149.1
1225,-174.1,-187.5
1226,-232.2,-192
1227,-210.7,-163.6
1228,-197.2,-221.9
1229,-223.5,-179.8
1230,-251.8,-199.6
1231,-250.7,-160
1232,-231.7,-183.9
1233,-234.5,-192.5
1234,-220.6,-198.5
1235,-197.6,-215.2
1236,-207.4,-164.4
1237,-250.3,-164.1
1238,-217.3,-190.6
1239,-200.9,-178.4
1240,-196.3,-141.1
1241,-226.4,-182.7
1242,-241.4,-165.4
1243,-204.4,-174
1244,-238.7,-197
1245,-225.4,-148.6
1246,-197.2,-161.9
1247,-218.6,-173.4
1248,-222.4,-217.1
1249,-240.8,-155.6
1250,-228,-204.2
1251,-188,-208.2
1252,-224.1,-180
1253,-199,-187.7
1254,-242.7,-187.6
1255,-189.6,-203.2
1256,-212,-143.4
1257,-218.1,-154.3
1258,-221.1,-193.1
1259,-205.1,-127
1260,-231.5,-188.1
1261,-211.3,-202.2
1262,-243.3,-200.9
1263,-194.7,-189.3
1264,-233.4,-153.1
1265,-200.9,-162.8
1266,-161.7,-189.9
1267,-181.5,-202.2
1268,-205.7,-163.9
1269,-200.1,-164.1
1270,-178,-144.3
1271,-210,-176.1
1272,-213.7,-157.4
1273,-197,-225
1274,-225.3,-168.3
1275,-208,-181.9
1276,-223.3,-144.5
1277,-203,-183.7
1278,-230.8,-190
1279,-210.6,-178.5
1280,-206.5,-132.3
1281,-231.9,-172.6
1282,-165.8,-145
1283,-241.3,-183.7
1284,-214.1,-207.9
1285,-212.2,-169.6
1286,-168.6,-207.5
1287,-235.8,-191.3
1288,-189.5,-188.4
1289,-215.3,-174.9
1290,-203.1,-168.3
1291,-226.7,-193.1
1292,-209.1,-175.6
1293,-235.2,-167.3
1294,-235,-112.6
1295,-206.6,-170.5
1296,-204.2,-159.5
1297,-225.9,-163.2
1298,-244.4,-227.3
1299,-206,-233.9
1300,-201,-202.6
1301,-202.2,-178.3
1302,-195.3,-177.2
1303,-202.5,-129.4
1304,-200.7,-196.7
1305,-187.9,-166
1306,-233.8,-176.7
1307,-235.2,-142.6
1308,-186.2,-204.2
1309,-202.4,-178.6
1310,-214.7,-186.3
1311,-227.2,-156.7
1312,-236.8,-182.6
1313,-197.6,-147.5
1314,-199.4,-146
1315,-180.8,-205.7
1316,-229.5,-164.9
1317,-229.6,-210.2
1318,-217.7,-193.4
1319,-239.6,-160.7
1320,-224.9,-146.4
1321,-209.9,-184.9
1322,-217.7,-176.9
1323,-278.6,-195.4
1324,-219.4,-155
1325,-196.1,-167.6
1326,-211.3,-185.2
1327,-240.2,-128
1328,-224.8,-153.6
1329,-184.1,-135.3
1330,-225.9,-133.7
1331,-247.9,-202.5
1332,-179.2,-150.2
1333,-190.2,-187.1
1334,-226.9,-214.6
1335,-225.6,-191.5
1336,-214.7,-200.6
1337,-202.8,-151.8
1338,-197.3,-164.6
1339,-242.6,-167.5
1340,-266.6,-169.9
1341,-186.7,-157.8
1342,-215.5,-217.8
1343,-192.7,-246.4
1344,-194.5,-232.9
1345,-215.7,-180.5
1346,-190.9,-190.7
1347,-221.3,-187
1348,-237.3,-174.5
1349,-203.1,-157.1
1350,-234.4,-168.2
1351,-212.6,-180.7
1352,-216.1,-191.2
1353,-197,-181.4
1354,-209.6,-182.1
1355,-221.4,-186.1
1356,-214.5,-160.8
1357,-185.6,-146.9
1358,-229.7,-180.5
1359,-206.7,-175.6
1360,-198.4,-153.9
1361,-203.8,-168.4
1362,-215.7,-201.9
1363,-195.6,-151.6
1364,-208.2,-189.4
1365,-233.2,-175.9
1366,-192.2,-164.8
1367,-258.2,-168.7
1368,-207.9,-140.8
1369,-230.2,-166.9
1370,-238.4,-173.2
1371,-240.9,-138.4
1372,-198.8,-161.5
1373,-209.5,-151.6
1374,-191,-150.5
1375,-204.3,-98
1376,-232.5,-153.8
1377,-202.6,-154
1378,-199,-186.5
1379,-189.8,-104.6
1380,-180.4,-169
1381,-183.8,-171.4
1382,-195.1,-129.2
1383,-220.8,-187.8
1384,-221.8,-155.9
1385,-191,-142.9
1386,-193,-227.9
1387,-212.7,-168.5
1388,-234.5,-171.6
1389,-207.3,-172.7
1390,-211.7,-126.8
1391,-208.9,-177.9
1392,-190.4,-148.2
1393,-171.9,-172.6
1394,-210.7,-167.6
1395,-213.1,-174.8
1396,-251.4,-124.5
1397,-215.3,-165.4
1398,-193.7,-206.3
1399,-219.8,-177.7
1400,-231.5,-185.3
1401,-229.8,-159.5
1402,-207.4,-146.1
1403,-211.4,-137.3
1404,-181.4,-165.6
1405,-204,-102.9
1406,-209.3,-154.2
1407,-212.6,-178.9
1408,-205.9,-218.8
1409,-178.5,-151.7
1410,-246.7,-177.4
1411,-213.4,-140.1
1412,-195.7,-130.2
1413,-233.3,-143.3
1414,-195.2,-161.6
1415,-200.3,-181.7
1416,-218,-127.2
1417,-217.3,-124.7
1418,-218.9,-151.3
1419,-175.2,-165.1
1420,-235.6,-123.1
1421,-202.9,-156.8
1422,-204.7,-181.3
1423,-233.5,-156.2
1424,-206.6,-187.2
1425,-224.3,-131.8
1426,-212.5,-154.8
1427,-219,-180
1428,-214.6,-171.4
1429,-203.1,-172.6
1430,-210.2,-131.9
1431,-205.8,-146.1
1432,-217.8,-175.1
1433,-218.7,-145.3
1434,-211.2,-165.9
1435,-225.1,-139.2
1436,-219.7,-176.5
1437,-212.4,-135.5
1438,-225.3,-157
1439,-236.3,-113.8
1440,-254.3,-174
1441,-212.5,-169.2
1442,-240.5,-145.2
1443,-258.9,-162.1
1444,-234.1,-153.9
1445,-206.6,-149.7
1446,-207.9,-175.8
1447,-217.8,-148.8
1448,-228.8,-154.2
1449,-239.1,-136
1450,-242.9,-159.8
1451,-228.7,-128.3
1452,-190.8,-162.4
1453,-187.1,-135.9
1454,-204.9,-144.8
1455,-232.6,-141
1456,-225.4,-162.2
1457,-201.6,-190
1458,-188.4,-188.7
1459,-185.4,-127.7
1460,-216.2,-144
1461,-216.5,-149.8
1462,-229.6,-131.9
1463,-159.4,-168.8
1464,-251.6,-192.6
1465,-231.5,-153
1466,-212.9,-163.7
1467,-201.8,-181.7
1468,-212.6,-205.8
1469,-184.4,-166.2
1470,-214.9,-180.1
1471,-219.6,-149.2
1472,-203.3,-144.2
1473,-222.1,-166.6
1474,-255.5,-187.1
1475,-246.6,-134.5
1476,-201.3,-179
1477,-228.7,-145.1
1478,-198.5,-149.5
1479,-250.7,-129.8
1480,-202.8,-148.6
1481,-228.1,-127.2
1482,-218.4,-159.1
1483,-218.4,-124.3
1484,-229.8,-150.1
1485,-208.3,-145.1
1486,-188.5,-162.6
1487,-178.8,-168.9
1488,-203.3,-162
1489,-183.7,-127.7
1490,-209.1,-121.6
1491,-243,-162.8
1492,-216.9,-135.2
1493,-190.3,-162.3
1494,-202.2,-127.1
1495,-199.5,-160.4
1496,-179.5,-160
1497,-214.6,-147.8
1498,-208.6,-138.9
1499,-216.3,-164.4
1500,-219.9,-211.6
