epoch,mpe_mpe-large-spread-v1_ac_att_JAMMAS_1 - episode_return,mpe_mpe-large-spread-v1_ac_att_JAMMAS_2 - episode_return,mpe_mpe-large-spread-v1_ac_att_JAMMAS_3 - episode_return,mpe_mpe-large-spread-v1_ac_att_JAMMAS_4 - episode_return
609,-218.3,-120,-134.9,-135.8
610,-233.4,-92.4,-122.3,-127.2
611,-246.3,-120.1,-117.3,-121.5
612,-234,-159,-151.2,-146.1
613,-219.1,-119.8,-152.8,-111.4
614,-203.5,-132.1,-131.4,-123
615,-210.7,-117.9,-128.8,-129.9
616,-204.7,-168.5,-122.9,-138.5
617,-205.6,-132,-129.2,-118.1
618,-250.4,-129.9,-128.1,-124.5
619,-212.9,-112.6,-125.4,-135.3
620,-216.5,-126.5,-117.1,-154.8
621,-213.1,-121.5,-135,-154.9
622,-195.1,-145.6,-132.5,-132
623,-188.1,-152.4,-123.1,-120.8
624,-185.9,-157.7,-124,-159.1
625,-188.5,-160,-104.6,-129.8
626,-187.7,-141.2,-131.2,-128.4
627,-177.7,-133.1,-129.9,-140.9
628,-229.8,-119.6,-126.5,-118.3
629,-215.3,-162.2,-113.1,-140.5
630,-243,-145.5,-120.3,-123.2
631,-177.6,-142,-130,-122.4
632,-193.7,-125.6,-151.6,-111.8
633,-226.9,-154,-118.8,-123.9
634,-210.8,-117.6,-119.1,-119.8
635,-261.8,-141.6,-125,-141
636,-225.3,-119.8,-114.7,-118.5
637,-227.8,-128.9,-129.2,-110.4
638,-205.2,-152,-136.2,-117.1
639,-215.2,-123.8,-160,-116.7
640,-258.3,-142.1,-157.2,-118.1
641,-241.7,-146.1,-101.2,-123.6
642,-223,-116.7,-136.4,-115.5
643,-220.7,-143.5,-141.1,-135.3
644,-174.7,-129.7,-126.4,-124.4
645,-243.2,-151.1,-113.2,-136.6
646,-235.6,-138.7,-122,-132.8
647,-220.5,-123.1,-137.6,-125.2
648,-204.4,-122.2,-109.3,-100.2
649,-203,-150.8,-120.5,-140.9
650,-196.6,-137.7,-137,-145.7
651,-189.7,-139.2,-129.8,-149.5
652,-183.8,-104.6,-148.8,-146.8
653,-218.4,-104.6,-143,-135.5
654,-247.4,-134.7,-143.1,-142.1
655,-242.6,-121.6,-133,-126.7
656,-184.2,-115.5,-104.9,-156.2
657,-218.8,-125.1,-110,-129.9
658,-195,-145,-120.4,-136
659,-190.2,-142.1,-116.1,-143.3
660,-179.6,-137.3,-122.8,-129.4
661,-230.2,-140.1,-109.6,-131.6
662,-236.3,-133,-115.8,-120.9
663,-193.2,-127.1,-121.2,-136.7
664,-210.5,-113.9,-142.5,-114.1
665,-189.7,-140.3,-133.9,-132.8
666,-263.3,-128.9,-124.3,-150.9
667,-256.6,-98.9,-130.6,-131.2
668,-217.5,-116,-148.9,-136.1
669,-241.3,-134.3,-167.7,-117.3
670,-231.8,-113.1,-129.3,-118.8
671,-181,-123.5,-125,-133.9
672,-197.3,-131.8,-142.7,-128.1
673,-197,-119,-112.5,-132.1
674,-228.9,-101.7,-123.6,-117.7
675,-224.7,-130.4,-139.6,-145.1
676,-184.8,-142.8,-124,-131.2
677,-248.5,-120,-121.1,-114.6
678,-200.3,-139,-144.3,-126.8
679,-222.3,-120.9,-148.4,-91.1
680,-192.3,-120.8,-114.6,-122.5
681,-238.5,-131.9,-116.1,-122.5
682,-171.3,-162.9,-130.7,-104.6
683,-214.3,-118,-133.7,-121
684,-209.8,-142.7,-117.3,-95.7
685,-223.9,-100,-159.3,-109.9
686,-213.1,-124.1,-112.5,-119.4
687,-195.8,-105.3,-145.3,-114.9
688,-198.6,-115.4,-132.5,-118
689,-212.9,-107.2,-115.7,-140.1
690,-191.7,-174.1,-112,-118.6
691,-181.4,-142.3,-130.7,-112.9
692,-199,-128.5,-98.8,-119.2
693,-225.3,-116.3,-112.4,-100.3
694,-219.5,-103.1,-149.2,-136.5
695,-213.4,-115.7,-139.7,-120.6
696,-215.3,-124.8,-138.2,-129.5
697,-236,-97.6,-171.5,-109.9
698,-216.2,-138.8,-145.8,-124.2
699,-206.5,-149.8,-160.4,-127.1
700,-228,-126.3,-128.1,-126.3
701,-186.5,-101.2,-137.4,-140.7
702,-218.4,-102.1,-141.9,-130.6
703,-185.8,-125.2,-127.2,-120.2
704,-202,-130.4,-106.3,-116.2
705,-180.9,-138.1,-136,-116.1
706,-250.6,-129.2,-127.6,-120.4
707,-188.4,-118.3,-130,-122.2
708,-176.8,-115.4,-112.5,-106.7
709,-207.7,-134.7,-126.8,-149.5
710,-228.4,-132.5,-128.9,-113.8
711,-220.9,-130.6,-126.8,-116.3
712,-232.9,-148.7,-138.7,-132.2
713,-203.4,-126.3,-112.7,-121.2
714,-183.4,-123.9,-110.9,-113.4
715,-208.4,-116.5,-96.7,-114.5
716,-234.5,-116.8,-114.6,-120.1
717,-246.6,-113.6,-158.6,-125.2
718,-190.1,-85.8,-122.9,-111.8
719,-207.9,-117.4,-109.2,-127.9
720,-196.2,-109.7,-136.3,-118.2
721,-209.9,-134.5,-118.1,-104
722,-195.5,-141.4,-114.8,-116.7
723,-158,-119.1,-137.4,-119.2
724,-170.1,-108.4,-100.6,-120.5
725,-209.2,-100,-107,-117.3
726,-198.8,-117.4,-142.1,-125.3
727,-207.6,-113.1,-109.5,-134.4
728,-281.2,-122.2,-123.7,-130.3
729,-173,-107,-107.1,-122.7
730,-280.2,-109.5,-114.2,-131.4
731,-167.7,-142.3,-138.1,-129.4
732,-239.4,-126.8,-109.1,-135.4
733,-245.7,-111.1,-101.8,-106.4
734,-187.7,-128.9,-120.2,-116.6
735,-224.8,-127.4,-134.2,-110
736,-208.3,-108.7,-210.5,-122
737,-342.5,-147.2,-128.8,-86.3
738,-259.2,-123.7,-126.4,-118.2
739,-223.5,-123.3,-205.5,-84.6
740,-231.9,-113.5,-186.1,-114.4
741,-204.7,-124.9,-176.4,-126.2
742,-250.1,-112,-178.7,-129
743,-220.6,-129.3,-194.4,-146.4
744,-219.1,-115.5,-155.1,-132
745,-203.5,-128.3,-157.8,-154.6
746,-240.6,-102.5,-122.6,-124.6
747,-207.8,-132.9,-145,-138.3
748,-227.2,-145.3,-141.5,-97.9
749,-238.8,-126.4,-109.2,-121.5
750,-214.3,-130.3,-116.9,-124.3
751,-193.7,-109.8,-151.6,-132.2
752,-200.5,-117,-117.3,-97.8
753,-250.5,-101.3,-123.4,-119.4
754,-212.1,-129.6,-128.8,-113.9
755,-168.2,-122.5,-140.6,-144.6
756,-175.2,-122.6,-125.9,-124.1
757,-166.4,-102.3,-153.6,-130.6
758,-208.9,-133.2,-119.7,-98.4
759,-182.4,-118.7,-141.1,-100.7
760,-215.1,-156.7,-116.5,-166.7
761,-183.4,-125.2,-163,-126.8
762,-184.4,-110.6,-148.4,-90.8
763,-193.3,-107.3,-127.7,-119.6
764,-215.4,-118,-124.1,-109.4
765,-201.1,-101.5,-122.1,-85
766,-220.3,-96,-109.1,-102.6
767,-185.5,-113.4,-94.2,-97.5
768,-192.5,-122.9,-145.7,-152.3
769,-189,-110,-133.8,-107.6
770,-248.9,-100.8,-100.5,-122.4
771,-226.4,-100.1,-124.8,-121.3
772,-198.6,-129,-118.7,-127.8
773,-224.3,-120.9,-103.8,-101.9
774,-214.1,-98.1,-115.7,-85.8
775,-210.3,-106.3,-102.1,-113.3
776,-228.8,-105.9,-99.5,-107.3
777,-212.5,-152.8,-101.8,-79.9
778,-199.8,-154.7,-102.2,-110.6
779,-177.5,-122.6,-95.1,-116.8
780,-248.3,-121.1,-120.4,-97.2
781,-218.7,-117.3,-120.8,-114.2
782,-274.3,-115.6,-124.9,-124.9
783,-226.2,-97.3,-100.8,-122.7
784,-244,-115.6,-112.4,-124.4
785,-188.6,-105.5,-111.9,-119.7
786,-197.5,-119.9,-107.8,-127.7
787,-192.5,-151.6,-96.3,-100.3
788,-261.1,-135.8,-93.1,-100.1
789,-210.7,-157.5,-120.6,-89.2
790,-221.2,-113.6,-136.8,-103.3
791,-184.7,-144.2,-136.7,-119.4
792,-222.1,-116.1,-100.3,-96.1
793,-176.3,-135.3,-109.8,-101.3
794,-178.5,-119.3,-128,-115.6
795,-200.7,-99,-118.1,-125.4
796,-153.2,-104.6,-126.1,-94.2
797,-173.7,-107,-96.1,-97
798,-202.5,-109,-145.3,-100.8
799,-218,-96.1,-118.9,-90.2
800,-269.3,-107.4,-108.1,-86.2
801,-229.3,-91.6,-99,-122.7
802,-183.6,-94.6,-110.2,-111.6
803,-191.9,-120,-129.5,-109.4
804,-255.3,-110.8,-107.7,-85.1
805,-192,-136.7,-115.4,-99
806,-181,-126.9,-98.1,-82.4
807,-158.4,-115.2,-100.2,-104.7
808,-197.5,-113.3,-101.9,-128.6
809,-160.2,-114.7,-87.6,-93.5
810,-191,-101.6,-149.4,-99.9
811,-202.2,-93.8,-118,-96.5
812,-193.7,-86.9,-108.8,-104.1
813,-201.5,-116.1,-110.5,-85.4
814,-245,-123.7,-118.9,-116.5
815,-196.6,-105.1,-123.7,-117.3
816,-193.5,-119.1,-101.4,-92.3
817,-175.1,-135.5,-100.7,-110.1
818,-194.7,-120,-115.5,-99.9
819,-224.4,-95.3,-126.8,-103.6
820,-202.2,-118.1,-113.2,-132.8
821,-193.3,-126.8,-104.4,-119.7
822,-177.6,-141.8,-112,-144.2
823,-268.8,-129.2,-105.6,-110.9
824,-175.6,-116.3,-112.8,-134.1
825,-201.5,-127.3,-147.4,-104.8
826,-232.7,-125.2,-108,-106.4
827,-182.1,-117.8,-109.1,-118.4
828,-226.9,-117.5,-110.3,-115.3
829,-188.4,-114.5,-98.6,-143.7
830,-187.2,-96.3,-128.9,-118.4
831,-192.4,-130.1,-129.6,-96.1
832,-179.4,-114,-105.1,-140.4
833,-241.1,-109.2,-87.6,-113.5
834,-194.7,-112.3,-101.6,-121.2
835,-162.9,-120.7,-103.6,-113.6
836,-260.3,-110.5,-99.8,-123.3
837,-195.2,-83,-116.5,-99.7
838,-263.3,-123.8,-105,-101.9
839,-182.3,-103.3,-95.8,-95.2
840,-238,-95.3,-123.3,-103.4
841,-202.2,-103.7,-117.9,-71
842,-196.1,-113.3,-145.2,-96.4
843,-199.5,-103.4,-116.8,-112.4
844,-192.5,-115.4,-122.4,-112.7
845,-176.4,-111.7,-121.5,-139.7
846,-216.8,-102.1,-117.6,-94.9
847,-200.9,-102.9,-116.6,-112.4
848,-219.5,-113.7,-102.3,-107.3
849,-203.8,-89.5,-122.4,-85.6
850,-195.8,-100.1,-135.7,-75.6
851,-183.1,-127.2,-101.1,-107.9
852,-199.2,-99.7,-89.9,-91.9
853,-161.2,-90.9,-130.6,-97
854,-186.5,-112.3,-100.7,-94.1
855,-174.9,-101.7,-101.4,-99.4
856,-222.6,-100.4,-116.3,-94.8
857,-206.8,-100.4,-98.6,-96.8
858,-157.8,-121.8,-104.9,-124.8
859,-172.2,-106.3,-110.7,-102.5
860,-211.1,-105.7,-120.7,-125.5
861,-221.2,-124.4,-111.4,-107.9
862,-215.9,-120.5,-117.1,-95.2
863,-289,-111.5,-129.8,-122.1
864,-166.5,-96.6,-80.4,-88
865,-174.2,-115.2,-115.3,-96.2
866,-217.1,-119.5,-91.2,-97.5
867,-189.7,-98.2,-98.3,-84.6
868,-249.8,-117.7,-99.1,-124.5
869,-215.2,-103.4,-109,-100.6
870,-202,-102.3,-105.7,-81
871,-203.1,-100.4,-88.7,-78.4
872,-215.7,-103.1,-97.5,-95.3
873,-196.8,-107.2,-113.1,-132.2
874,-197.1,-95.8,-117.6,-123.2
875,-216.8,-106.8,-130,-109.2
876,-178.4,-101.9,-113.4,-176.9
877,-184.8,-106.8,-83.1,-134.6
878,-254.5,-118.4,-104.2,-113.1
879,-179.6,-102.9,-121.8,-129.1
880,-209.8,-121.1,-101.4,-113.1
881,-204.4,-97.3,-118.9,-84.8
882,-198.6,-108.9,-103.8,-82
883,-202.9,-110.3,-113.3,-92.1
884,-183.6,-118.9,-115.9,-119.6
885,-168.1,-124.8,-94.4,-132.8
886,-161.9,-79.4,-92.1,-125.6
887,-178,-101.3,-122.6,-93.3
888,-201.4,-114.4,-112.4,-113.9
889,-196.9,-108.8,-125.8,-84.7
890,-204.1,-100,-121.8,-123.1
891,-248,-93.8,-108.8,-99.1
892,-187.3,-113.3,-95.9,-99.1
893,-183.6,-107.6,-96.7,-85
894,-200.9,-111.8,-124.8,-114.9
895,-205.2,-124.3,-114.4,-120.5
896,-182,-89.5,-93.7,-86.4
897,-211.5,-129,-120.5,-85.2
898,-171,-108.3,-151,-92.7
899,-188.8,-95.2,-99.8,-111
900,-199.4,-102.8,-117.7,-92.5
901,-207.2,-87.5,-96,-106.7
902,-186.3,-101.3,-116.4,-162.1
903,-184.6,-109.8,-102.8,-112.7
904,-180.7,-122.4,-100.5,-83.1
905,-174,-99.9,-75.6,-87.2
906,-183.6,-122.3,-139.7,-93.4
907,-211.6,-141.2,-105.2,-94.1
908,-244.4,-114.6,-86.8,-88.4
909,-170.7,-95.1,-99.9,-74
910,-139.1,-108.1,-87,-88.4
911,-162.5,-121.8,-91.9,-102.5
912,-207,-91,-94.7,-103.4
913,-194.5,-109.1,-105.6,-128.1
914,-223.9,-88.3,-101.7,-98
915,-164.8,-118.5,-110.4,-98.1
916,-194.4,-109.7,-115.5,-82.3
917,-189.1,-76.1,-102.8,-76
918,-189.7,-126.2,-91.3,-100.7
919,-173.8,-96.8,-108.8,-113.1
920,-209.5,-110.4,-104.4,-102.5
921,-174.6,-104.2,-120.6,-89.2
922,-218.2,-102.6,-136.5,-98.9
923,-188,-94.7,-164.2,-85
924,-207.8,-124.4,-125.6,-80.6
925,-175.2,-99.1,-162.6,-88.9
926,-200.3,-101.5,-139.9,-64.6
927,-147.9,-86.4,-113.7,-88.7
928,-152.2,-103.6,-147.9,-100.6
929,-173.8,-107.4,-96.5,-74.8
930,-187.4,-88.8,-95.4,-82.3
931,-164,-81.3,-137.6,-78
932,-170.7,-113.9,-129.7,-102
933,-163.6,-97,-116,-112.7
934,-163.1,-97.5,-118,-87
935,-182.5,-87.4,-121.3,-106.1
936,-193.8,-82.8,-98.4,-116.3
937,-192.2,-96.1,-154.4,-93.6
938,-215.9,-94,-108.7,-113.3
939,-191,-98.4,-134.5,-126.8
940,-167.7,-94.1,-96.5,-104.1
941,-178.2,-79,-106,-104.7
942,-176.7,-81.7,-116.7,-105
943,-205.3,-76.9,-88.6,-89
944,-166.1,-120.6,-102,-134.7
945,-186.7,-99.3,-102.7,-107.3
946,-192.4,-88.7,-100.3,-84.6
947,-168.9,-87.8,-108.8,-82.4
948,-178.9,-127.8,-107.8,-110.1
949,-196.4,-173.7,-120.5,-92.2
950,-174,-92.3,-105.9,-114.6
951,-193,-107.8,-121.5,-78.4
952,-197,-123.3,-96.5,-74
953,-236.9,-91.3,-80.8,-107
954,-241.9,-115.3,-80.2,-98.5
955,-202.6,-98.3,-106.3,-94.1
956,-220.5,-110.3,-97,-131.6
957,-168.6,-118.2,-112.1,-104.9
958,-170.9,-105.6,-108.8,-117.9
959,-160.1,-112,-98.5,-99.1
960,-182.4,-83.5,-111.9,-91.8
961,-193.4,-107.2,-121,-98.1
962,-190.8,-86.8,-97.6,-98.7
963,-181.5,-88.5,-121,-115.2
964,-185.2,-78.5,-90.2,-78.6
965,-177.9,-100.3,-102.6,-107.4
966,-190.6,-94.9,-85.8,-113
967,-200.3,-79,-102.6,-100
968,-172.1,-79.8,-84.8,-89.4
969,-197.3,-67.2,-83.3,-91.3
970,-288.1,-83.8,-93.9,-88.3
971,-160.1,-90.3,-92.3,-103.1
972,-220.5,-92.3,-104.1,-85.8
973,-170.7,-91.2,-106.8,-89.4
974,-204.6,-96.2,-99.9,-117.3
975,-216,-82.2,-89.5,-83.9
976,-162,-107.2,-81.3,-98
977,-198.2,-80.5,-86.5,-74.2
978,-174.3,-81.6,-95.7,-118.3
979,-178.5,-110.2,-83.6,-79
980,-153.2,-86.8,-87.1,-93.7
981,-175.4,-102.8,-93.1,-84.5
982,-223.7,-114.4,-99.8,-88
983,-177.9,-102.2,-106.2,-91.9
984,-155,-124.9,-88.2,-77.4
985,-181.6,-105.5,-101,-76.9
986,-160.1,-117.6,-119.5,-82.7
987,-210.2,-84.5,-87.9,-108.3
988,-200.7,-87.1,-98.9,-93.1
989,-205.4,-101.9,-71,-97.2
990,-144.8,-104.5,-74.7,-104
991,-195.8,-101.3,-103.4,-95.5
992,-175,-89.2,-107.4,-85.8
993,-178.5,-70,-86.4,-106.2
994,-167.1,-85.7,-118.9,-93.9
995,-178.6,-101.3,-103,-77.7
996,-175.8,-82.9,-96.1,-100.5
997,-211.1,-96.8,-104,-113
998,-182.3,-88.4,-113,-87.2
999,-191.9,-121.6,-81.8,-106.1
1000,-160.6,-100.6,-81.9,-98.9
1001,-181.3,-116.1,-137.2,-94.5
1002,-218.8,-88.9,-132.8,-93.6
1003,-182,-112.4,-114.2,-99.2
1004,-185.5,-132.7,-82.5,-112.6
1005,-167.5,-107.2,-93.1,-103
1006,-198.3,-94.3,-100.9,-85.2
1007,-236.7,-97.4,-108.4,-122.7
1008,-256.9,-141.4,-81.1,-145.7
1009,-190.1,-86.6,-106.2,-117.7
1010,-199.7,-172.5,-85.1,-94.6
1011,-177.7,-102.1,-84.5,-128.4
1012,-230.8,-111,-89.3,-112.2
1013,-174.1,-89.2,-118.1,-91.1
1014,-178.3,-90.6,-98.3,-174.4
1015,-166.1,-93,-102.1,-94.5
1016,-146.1,-128.7,-76.6,-120
1017,-188.8,-66.9,-103.2,-126.6
1018,-188.1,-105.9,-111.6,-75.3
1019,-179.9,-83.7,-85,-120.1
1020,-156.7,-99,-78,-112
1021,-184.7,-71,-89.8,-155.8
1022,-174.3,-114.2,-69.3,-127.3
1023,-222.6,-116.5,-73.8,-113.8
1024,-189.8,-90.1,-85.7,-102.6
1025,-192.1,-88.2,-97.1,-103.9
1026,-158.5,-80.5,-90.1,-91.5
1027,-194.9,-108.1,-103.2,-91.7
1028,-188.5,-85,-112.7,-140.2
1029,-163.9,-85.3,-124.7,-109.1
1030,-165.9,-146.1,-98.2,-99.5
1031,-148.7,-103.3,-98.2,-82.7
1032,-160.7,-164.7,-102.4,-76
1033,-204.2,-150.2,-82,-80.8
1034,-230.9,-99.3,-87,-94.1
1035,-175.9,-111.8,-89.4,-97.8
1036,-215.6,-110.5,-106.6,-91.1
1037,-176.7,-111.4,-83.4,-117.4
1038,-186.5,-133.7,-96.6,-85.9
1039,-161.8,-100.4,-89.3,-76
1040,-166.7,-118.1,-86,-92.6
1041,-183.9,-136.3,-73.3,-70.2
1042,-161.7,-104.1,-92.1,-92.6
1043,-164.4,-112,-136.1,-102.3
1044,-182.8,-95.3,-82.3,-113.5
1045,-160.5,-92.2,-97.5,-101.9
1046,-173.1,-89.8,-81,-89.5
1047,-174.5,-128.3,-97.7,-105.8
1048,-202.3,-110.3,-100.6,-76.8
1049,-181.2,-110.4,-112.7,-105.1
1050,-169.2,-112.9,-131.7,-106.8
1051,-161.3,-76.7,-121,-70.3
1052,-159.7,-107.1,-116.3,-95.1
1053,-174.4,-114,-88,-63.8
1054,-274.8,-75.5,-137,-107.3
1055,-173.3,-104.6,-154.2,-104.8
1056,-188,-95.2,-120.5,-84.8
1057,-212.7,-132.2,-90.5,-96.8
1058,-208.8,-153.4,-101.8,-75.2
1059,-191.1,-138.7,-113.7,-75.2
1060,-163.9,-110.9,-86,-94.2
1061,-149.6,-102.1,-82.5,-97.3
1062,-184.1,-136.5,-97.2,-80.6
1063,-186,-124.2,-104.8,-93.3
1064,-201.9,-107.5,-101.4,-95.3
1065,-195.2,-77.2,-88.2,-71.2
1066,-188.5,-101.7,-81.3,-74.2
1067,-182.7,-68.6,-79.8,-72.1
1068,-197.8,-90.6,-86.9,-97.6
1069,-203.2,-100.4,-99.3,-69.4
1070,-195.2,-147.8,-79.6,-92.9
1071,-176.5,-126.2,-109.1,-96
1072,-155.3,-120.1,-110.3,-87.7
1073,-170.7,-83.7,-82.7,-88.4
1074,-196,-96.4,-99.6,-99.2
1075,-153.3,-113.4,-91.6,-73.9
1076,-196.1,-119.2,-86.3,-76.2
1077,-199.5,-105.6,-89.4,-79.5
1078,-165.8,-97.6,-72.8,-97.5
1079,-187.1,-112.8,-76.3,-70.9
1080,-134.1,-88.1,-86.3,-84.6
1081,-165.2,-70.5,-88.9,-99.7
1082,-178.9,-86.9,-100.2,-96.1
1083,-178.1,-98,-101.2,-103
1084,-157,-71.7,-77.1,-90.2
1085,-193.1,-127.8,-97.1,-79.1
1086,-178.1,-121.8,-104.8,-88
1087,-167.7,-95.6,-102.9,-84.2
1088,-183.2,-93.9,-81.2,-77.5
1089,-177.8,-108,-95.9,-155.1
1090,-213.1,-125.7,-87,-135.3
1091,-134,-105.4,-94.4,-80.7
1092,-152.8,-74.7,-103,-92.3
1093,-184.3,-131.7,-113.6,-99
1094,-158.1,-113.2,-125.4,-111.6
1095,-155,-111.3,-87.5,-79.5
1096,-185.7,-110.1,-76,-128.3
1097,-197.2,-90.7,-77.5,-102.7
1098,-182.8,-93.7,-93,-92.7
1099,-188.7,-78.2,-83.4,-73
1100,-151.9,-93,-75.1,-82.9
1101,-152.1,-104.2,-90.3,-89.8
1102,-196.2,-109.8,-85.2,-79.7
1103,-186.6,-107.7,-111.5,-104.2
1104,-250.6,-95.2,-90.8,-96.3
1105,-190.9,-91.7,-72.4,-94.3
1106,-184.6,-100.3,-91.5,-84.6
1107,-183.8,-89.6,-93.3,-104.1
1108,-190.8,-89,-89.4,-95.9
1109,-191.2,-92.5,-88.3,-84.6
1110,-206,-95.3,-88.5,-89.5
1111,-188.7,-90,-111.2,-79.9
1112,-198.8,-84.8,-97.9,-95.2
1113,-172.9,-78.3,-80.2,-88.9
1114,-188.4,-98.5,-84.7,-85.1
1115,-198.1,-75.3,-99.9,-98
1116,-201.3,-84.4,-88.5,-103.4
1117,-176.5,-85.4,-82.6,-83.8
1118,-149.8,-94.9,-88.1,-86.9
1119,-153.2,-85.5,-79.5,-84.8
1120,-149.8,-93.8,-86.7,-77.9
1121,-162.5,-113.1,-95.1,-88.6
1122,-151.6,-86,-84.4,-119.8
1123,-154.6,-93,-106.5,-74
1124,-185.8,-87.7,-90.3,-79.4
1125,-148.8,-75.2,-81.9,-80
1126,-168.5,-86.7,-77.9,-97.2
1127,-186.2,-85.3,-114.1,-72.2
1128,-188.9,-85.1,-85.1,-89
1129,-158.1,-106.8,-65.4,-81.7
1130,-188.9,-92.4,-97.7,-94.5
1131,-169.8,-94.5,-88.8,-101
1132,-183.3,-91.9,-88.8,-109.4
1133,-186.2,-113.9,-81.7,-106.5
1134,-163.3,-96.4,-89.2,-94.5
1135,-167.6,-72.4,-81.9,-100
1136,-190,-86.4,-88.6,-70.5
1137,-165.7,-71.6,-93.2,-99.2
1138,-171.5,-85.7,-99.4,-74.1
1139,-162.2,-90.6,-76,-87.8
1140,-168.3,-89.5,-94.1,-76.1
1141,-168.3,-88.1,-96.6,-93.4
1142,-164,-92.6,-78.2,-78.4
1143,-162.9,-81.2,-76.7,-105.2
1144,-166.7,-70.8,-82.1,-95.1
1145,-185.9,-93.3,-87.5,-82.6
1146,-187.5,-106.6,-71.3,-74.1
1147,-166.1,-86.8,-95.3,-74.3
1148,-196.9,-112.5,-90,-92.6
1149,-162.4,-103.3,-80.7,-103.3
1150,-200.4,-89.3,-82.6,-97.3
1151,-164.7,-131.8,-75,-71
1152,-168.2,-107.6,-110.8,-79.3
1153,-156.7,-134,-141.5,-81.6
1154,-141,-123.8,-89.7,-83.8
1155,-182.5,-76.5,-98.9,-101.1
1156,-176.8,-97.8,-103.9,-82.5
1157,-157,-120.6,-85.7,-133
1158,-142.5,-93.7,-77.3,-85.9
1159,-182.1,-85.9,-78.5,-83.7
1160,-173.6,-94.5,-77.9,-90.3
1161,-210.5,-100.4,-103.2,-99.8
1162,-171.9,-90.4,-87.5,-102.2
1163,-167.3,-98.3,-74,-101.8
1164,-168.4,-76.2,-91.7,-79.7
1165,-174.3,-109.8,-102.6,-81.5
1166,-191.7,-82.7,-80.4,-96
1167,-184.9,-107.8,-107.8,-82.6
1168,-140.2,-83.3,-92.7,-102.8
1169,-127.9,-108.2,-82.2,-103.2
1170,-169.8,-94.6,-96.6,-117.5
1171,-139.4,-94.6,-120.1,-89
1172,-168.1,-95.9,-80.1,-105.6
1173,-128.3,-83.6,-108.4,-95.6
1174,-154.5,-110,-83.1,-130.6
1175,-174.1,-73.2,-92.8,-95
1176,-143.1,-99.9,-84.2,-94.6
1177,-151.4,-71.9,-89.2,-104.6
1178,-134.8,-59,-101.5,-80.8
1179,-144.7,-56.4,-88.1,-107.2
1180,-195.8,-78.3,-86.9,-101.3
1181,-204.1,-90.6,-93.1,-102.9
1182,-145.5,-93.5,-77.5,-78
1183,-152,-95.4,-101.4,-115.8
1184,-184.1,-92.8,-76.2,-114.1
1185,-144.5,-90,-71.8,-107.9
1186,-120.9,-75.8,-102.1,-104.5
1187,-156.6,-93.8,-77.6,-82.1
1188,-151.9,-94,-70.1,-63.4
1189,-156.9,-88.3,-101.8,-96.3
1190,-149.1,-88.9,-67.9,-92.7
1191,-154.6,-108.7,-87.2,-61.5
1192,-166.9,-81.2,-81.2,-82.5
1193,-206.8,-125.2,-77.1,-94.2
1194,-156.7,-72.5,-74.3,-134.8
1195,-129.9,-84.1,-76.9,-84.4
1196,-170.6,-103.3,-78.7,-68.1
1197,-117.6,-102.6,-106.8,-75.6
1198,-161.3,-90.1,-92.9,-80.7
1199,-153.6,-95.6,-87.1,-101.4
1200,-154.9,-64,-112.8,-69.6
1201,-157.4,-73.1,-110.6,-91.3
1202,-138.3,-78.1,-85.7,-86.7
1203,-120.4,-81.5,-124,-65.2
1204,-166.9,-81.1,-89.8,-89.7
1205,-154.8,-102.7,-88.9,-70
1206,-138.9,-68.3,-79.2,-86.4
1207,-141.5,-88.3,-96.8,-73.4
1208,-121.5,-88.8,-75.7,-93.6
1209,-147.3,-109,-73.8,-80.1
1210,-161.2,-96.7,-71.8,-116.9
1211,-160.6,-58.2,-84.5,-87
1212,-143.4,-83.2,-72.2,-89.4
1213,-113.8,-102.8,-83.5,-71.6
1214,-185.9,-86.8,-67.1,-83
1215,-109.7,-95,-89.6,-94.2
1216,-143.1,-76,-138.1,-79.8
1217,-170.2,-89.5,-94.2,-107.3
1218,-122.1,-91.4,-77.7,-99.9
1219,-169.8,-85.7,-98.6,-74.4
1220,-148.1,-84.3,-82.2,-82.6
1221,-93.3,-95.7,-72.5,-91.3
1222,-154.3,-86.2,-100.5,-114
1223,-180.9,-94.1,-87,-98.8
1224,-146.1,-80.2,-58,-65.6
1225,-161.6,-96.9,-78.1,-86.2
1226,-128.7,-79,-95.6,-85.9
1227,-158,-88.3,-99.5,-70.9
1228,-149.5,-71.9,-101.6,-87.9
1229,-142.2,-79.1,-78.6,-80.6
1230,-140.1,-109.9,-66.4,-92.7
1231,-142.5,-84.3,-86.8,-75.2
1232,-111,-101.6,-85.7,-69.3
1233,-159.1,-101.9,-93.9,-96.9
1234,-132.7,-85.2,-96.9,-79
1235,-130.1,-89.8,-86.7,-89.1
1236,-144.6,-83.7,-83.7,-70.4
1237,-139.3,-71.1,-81.8,-93.3
1238,-136.6,-111.7,-93.8,-72.2
1239,-148.3,-92.8,-88.2,-148.1
1240,-132.4,-81,-104.6,-86.7
1241,-151.8,-87.4,-86.2,-85
1242,-162.9,-94.3,-64.2,-82.1
1243,-128.6,-89.3,-91.3,-68.8
1244,-152.3,-82.1,-78,-88.6
1245,-150.7,-88.8,-80.2,-98.5
1246,-148,-84.5,-59.5,-142.4
1247,-175.6,-92,-81,-105.9
1248,-146.9,-123.9,-81.5,-72.4
1249,-155,-180.2,-91.5,-118.9
